item_id,rating_count,average_rating,rating_std,five_star_count,one_star_count,five_star_ratio,concentration_score,max_ratings_in_5min,velocity_score,suspicious_user_ratings,campaign_score,manipulation_score,rating_risk
I290,10,3.0,1.699673171197595,3,3,0.3,30.0,1,10.0,0.0,0.0,15.0,LOW RISK
I291,4,1.5,0.5773502691896257,0,2,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I292,13,2.923076923076923,1.4411533842457842,2,3,0.15384615384615385,15.384615384615385,1,10.0,0.0,0.0,9.153846153846153,LOW RISK
I293,15,3.2666666666666666,1.3345232785352157,3,2,0.2,20.0,1,10.0,1.0,12.5,14.75,LOW RISK
I294,10,3.9,1.3703203194062976,5,1,0.5,50.0,1,10.0,0.0,0.0,23.0,LOW RISK
I295,11,2.727272727272727,1.7372915179041826,3,4,0.2727272727272727,27.27272727272727,1,10.0,0.0,0.0,13.909090909090908,LOW RISK
I296,14,2.642857142857143,1.3926810257774174,2,4,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I297,13,3.1538461538461537,1.1435437497937313,2,1,0.15384615384615385,15.384615384615385,1,10.0,1.0,12.5,12.903846153846153,LOW RISK
I298,13,3.769230769230769,1.2351684199496948,4,1,0.3076923076923077,30.76923076923077,1,10.0,1.0,12.5,19.057692307692307,LOW RISK
I299,12,2.6666666666666665,1.2309149097933272,1,2,0.08333333333333333,8.333333333333332,1,10.0,2.0,25.0,13.833333333333332,LOW RISK
I3,8,3.5,1.5118578920369088,3,1,0.375,37.5,1,10.0,0.0,0.0,18.0,LOW RISK
I30,10,2.7,1.3374935098492586,1,2,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
I300,15,2.933333333333333,1.4375905768565216,3,3,0.2,20.0,1,10.0,0.0,0.0,11.0,LOW RISK
I301,9,3.888888888888889,1.3642254619787415,4,1,0.4444444444444444,44.44444444444444,1,10.0,0.0,0.0,20.77777777777778,LOW RISK
I302,3,1.6666666666666667,0.5773502691896258,0,1,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I303,11,2.8181818181818183,1.537412229571615,2,3,0.18181818181818182,18.181818181818183,1,10.0,0.0,0.0,10.272727272727273,LOW RISK
I304,9,2.3333333333333335,1.4142135623730951,0,4,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I305,10,2.9,1.3703203194062976,1,2,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
I306,10,3.1,1.728840330651992,4,2,0.4,40.0,1,10.0,0.0,0.0,19.0,LOW RISK
I307,12,2.6666666666666665,1.302677894557859,0,3,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I308,10,2.9,1.3703203194062976,1,2,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
I309,20,2.45,1.276302224561664,2,5,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
I31,14,2.7142857142857144,1.489892687336984,3,3,0.21428571428571427,21.428571428571427,1,10.0,0.0,0.0,11.571428571428571,LOW RISK
I310,8,3.375,1.3024701806293193,1,1,0.125,12.5,1,10.0,0.0,0.0,8.0,LOW RISK
I311,17,3.0588235294117645,1.3906198364081266,3,3,0.17647058823529413,17.647058823529413,1,10.0,0.0,0.0,10.058823529411764,LOW RISK
I312,7,4.285714285714286,0.7559289460184545,3,0,0.42857142857142855,42.857142857142854,1,10.0,0.0,0.0,20.142857142857142,LOW RISK
I313,9,3.4444444444444446,1.4240006242195884,3,1,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I314,11,2.8181818181818183,1.662418829187267,2,4,0.18181818181818182,18.181818181818183,1,10.0,0.0,0.0,10.272727272727273,LOW RISK
I315,7,3.142857142857143,1.864454471471609,3,2,0.42857142857142855,42.857142857142854,1,10.0,0.0,0.0,20.142857142857142,LOW RISK
I316,16,3.3125,1.6620770138594663,6,3,0.375,37.5,1,10.0,0.0,0.0,18.0,LOW RISK
I317,7,2.5714285714285716,1.2724180205607034,1,1,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I318,7,2.5714285714285716,1.618347187425374,1,3,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I319,10,3.3,2.0027758514399734,5,4,0.5,50.0,1,10.0,0.0,0.0,23.0,LOW RISK
I32,16,2.8125,1.42448821218944,3,4,0.1875,18.75,1,10.0,0.0,0.0,10.5,LOW RISK
I320,9,3.888888888888889,1.7638342073763935,6,2,0.6666666666666666,66.66666666666666,1,10.0,0.0,0.0,29.666666666666664,LOW RISK
I321,8,3.75,0.8864052604279183,1,0,0.125,12.5,1,10.0,0.0,0.0,8.0,LOW RISK
I322,7,3.0,0.5773502691896257,0,0,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I323,5,3.0,1.8708286933869707,2,1,0.4,40.0,1,10.0,0.0,0.0,19.0,LOW RISK
I324,10,3.7,1.3374935098492586,3,1,0.3,30.0,1,10.0,0.0,0.0,15.0,LOW RISK
I325,10,2.3,1.4181364924121764,1,4,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
I326,7,3.4285714285714284,1.3972762620115438,1,1,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I327,12,2.3333333333333335,1.556997888323046,2,5,0.16666666666666666,16.666666666666664,1,10.0,1.0,12.5,13.416666666666666,LOW RISK
I328,7,3.4285714285714284,1.5118578920369088,2,1,0.2857142857142857,28.57142857142857,1,10.0,2.0,25.0,21.92857142857143,LOW RISK
I329,8,2.25,1.3887301496588271,0,4,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I33,11,4.181818181818182,1.0787197799411874,6,0,0.5454545454545454,54.54545454545454,1,10.0,0.0,0.0,24.818181818181817,LOW RISK
I330,12,3.3333333333333335,1.2309149097933274,2,1,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I331,9,3.888888888888889,0.9279607271383371,2,0,0.2222222222222222,22.22222222222222,1,10.0,0.0,0.0,11.88888888888889,LOW RISK
I332,9,2.4444444444444446,1.5898986690282426,2,3,0.2222222222222222,22.22222222222222,1,10.0,1.0,12.5,15.63888888888889,LOW RISK
I333,10,3.0,1.1547005383792515,1,1,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
I334,10,2.8,0.9189365834726815,0,1,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I335,13,2.6153846153846154,1.4455945454184551,2,4,0.15384615384615385,15.384615384615385,1,10.0,0.0,0.0,9.153846153846153,LOW RISK
I336,6,2.8333333333333335,1.1690451944500122,0,1,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I337,10,2.8,1.2292725943057181,0,2,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I338,7,3.0,1.4142135623730951,1,1,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I339,9,3.3333333333333335,1.6583123951777,3,2,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I34,7,3.0,2.0,3,3,0.42857142857142855,42.857142857142854,1,10.0,0.0,0.0,20.142857142857142,LOW RISK
I340,9,3.888888888888889,0.927960727138337,3,0,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I341,9,3.0,1.5,1,2,0.1111111111111111,11.11111111111111,1,10.0,1.0,12.5,11.194444444444445,LOW RISK
I342,7,2.5714285714285716,1.5118578920369088,1,2,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I343,9,3.111111111111111,1.536590742882148,2,2,0.2222222222222222,22.22222222222222,1,10.0,0.0,0.0,11.88888888888889,LOW RISK
I344,10,2.9,1.3703203194062976,2,1,0.2,20.0,1,10.0,0.0,0.0,11.0,LOW RISK
I345,11,3.3636363636363638,1.2060453783110545,3,0,0.2727272727272727,27.27272727272727,1,10.0,0.0,0.0,13.909090909090908,LOW RISK
I346,16,2.6875,1.352466881911223,2,4,0.125,12.5,1,10.0,0.0,0.0,8.0,LOW RISK
I347,8,3.5,1.6035674514745464,3,1,0.375,37.5,1,10.0,0.0,0.0,18.0,LOW RISK
I348,13,2.6153846153846154,1.4455945454184551,2,4,0.15384615384615385,15.384615384615385,1,10.0,0.0,0.0,9.153846153846153,LOW RISK
I349,10,2.9,1.5238839267549948,2,2,0.2,20.0,1,10.0,1.0,12.5,14.75,LOW RISK
I35,9,3.7777777777777777,1.3017082793177757,3,1,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I350,17,2.7058823529411766,1.3585242858683526,2,4,0.11764705882352941,11.76470588235294,1,10.0,0.0,0.0,7.705882352941177,LOW RISK
I351,9,3.3333333333333335,1.6583123951777,3,2,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I352,9,3.7777777777777777,1.2018504251546631,3,0,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I353,10,3.0,1.8257418583505538,3,4,0.3,30.0,1,10.0,0.0,0.0,15.0,LOW RISK
I354,8,2.875,1.7268882005337975,2,3,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I355,17,2.8823529411764706,1.1663164740528442,2,2,0.11764705882352941,11.76470588235294,1,10.0,0.0,0.0,7.705882352941177,LOW RISK
I356,7,3.7142857142857144,1.2535663410560174,2,0,0.2857142857142857,28.57142857142857,1,10.0,0.0,0.0,14.428571428571429,LOW RISK
I357,16,2.5625,1.3647344063956182,1,5,0.0625,6.25,1,10.0,0.0,0.0,5.5,LOW RISK
I358,3,2.0,0.0,0,0,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I359,12,2.5833333333333335,0.996204919895622,0,2,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I36,7,2.857142857142857,1.7728105208558367,2,2,0.2857142857142857,28.57142857142857,1,10.0,0.0,0.0,14.428571428571429,LOW RISK
I360,10,2.4,1.429840705968481,1,3,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
I361,11,2.727272727272727,1.4206272622267315,2,2,0.18181818181818182,18.181818181818183,1,10.0,0.0,0.0,10.272727272727273,LOW RISK
I362,7,3.2857142857142856,1.7043362064926932,2,2,0.2857142857142857,28.57142857142857,1,10.0,0.0,0.0,14.428571428571429,LOW RISK
I363,14,2.5714285714285716,1.4525460784051258,2,4,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I364,8,2.25,1.7525491637693282,2,4,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I365,10,3.5,1.35400640077266,3,1,0.3,30.0,1,10.0,0.0,0.0,15.0,LOW RISK
I366,14,2.7857142857142856,1.5281246137553166,3,3,0.21428571428571427,21.428571428571427,1,10.0,0.0,0.0,11.571428571428571,LOW RISK
I367,12,2.5833333333333335,1.6764862244009227,3,4,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I368,14,2.142857142857143,1.0994504121565505,0,5,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I369,9,3.2222222222222223,1.5634719199411429,3,1,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I37,13,2.6923076923076925,1.702185623672077,4,4,0.3076923076923077,30.76923076923077,1,10.0,0.0,0.0,15.307692307692308,LOW RISK
I370,16,2.875,1.3102162671355697,1,3,0.0625,6.25,1,10.0,1.0,12.5,9.25,LOW RISK
I371,10,2.7,1.636391694484477,3,2,0.3,30.0,1,10.0,0.0,0.0,15.0,LOW RISK
I372,11,2.727272727272727,1.6787441193290351,2,4,0.18181818181818182,18.181818181818183,1,10.0,0.0,0.0,10.272727272727273,LOW RISK
I373,15,2.533333333333333,1.2459458063579458,1,3,0.06666666666666667,6.666666666666667,1,10.0,1.0,12.5,9.416666666666668,LOW RISK
I374,9,2.6666666666666665,1.6583123951777,2,3,0.2222222222222222,22.22222222222222,1,10.0,0.0,0.0,11.88888888888889,LOW RISK
I375,7,2.857142857142857,1.3451854182690985,1,1,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I376,9,3.3333333333333335,1.4142135623730951,2,1,0.2222222222222222,22.22222222222222,1,10.0,0.0,0.0,11.88888888888889,LOW RISK
I377,10,2.4,1.429840705968481,1,4,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
I378,11,3.0,1.9493588689617927,5,4,0.45454545454545453,45.45454545454545,1,10.0,0.0,0.0,21.181818181818183,LOW RISK
I379,6,3.3333333333333335,1.632993161855452,2,1,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I38,10,2.5,1.509230856356236,1,4,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
I380,6,3.5,1.0488088481701516,1,0,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I381,12,3.1666666666666665,1.5275252316519468,3,2,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I382,10,3.1,1.3703203194062976,2,1,0.2,20.0,1,10.0,0.0,0.0,11.0,LOW RISK
I383,14,3.142857142857143,1.4600918230947437,2,3,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I384,12,3.0,1.414213562373095,3,1,0.25,25.0,1,10.0,1.0,12.5,16.75,LOW RISK
I385,14,3.142857142857143,1.4600918230947435,3,2,0.21428571428571427,21.428571428571427,1,10.0,0.0,0.0,11.571428571428571,LOW RISK
I386,7,2.857142857142857,1.4638501094227998,0,2,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I387,8,3.75,1.4880476182856899,3,1,0.375,37.5,1,10.0,0.0,0.0,18.0,LOW RISK
I388,11,3.272727272727273,1.7372915179041823,4,3,0.36363636363636365,36.36363636363637,1,10.0,0.0,0.0,17.545454545454547,LOW RISK
I389,12,2.9166666666666665,1.3113721705515067,2,1,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I39,5,2.8,1.6431676725154984,1,1,0.2,20.0,1,10.0,0.0,0.0,11.0,LOW RISK
I390,9,2.888888888888889,1.3642254619787417,1,1,0.1111111111111111,11.11111111111111,1,10.0,0.0,0.0,7.444444444444445,LOW RISK
I391,7,2.5714285714285716,1.1338934190276817,0,1,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I392,16,2.875,1.6278820596099708,4,5,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I393,11,2.727272727272727,1.6787441193290353,3,3,0.2727272727272727,27.27272727272727,1,10.0,0.0,0.0,13.909090909090908,LOW RISK
I394,11,3.3636363636363638,1.689540012709215,5,2,0.45454545454545453,45.45454545454545,1,10.0,0.0,0.0,21.181818181818183,LOW RISK
I395,10,3.7,1.4181364924121764,4,1,0.4,40.0,1,10.0,0.0,0.0,19.0,LOW RISK
I396,8,2.125,1.4577379737113252,1,4,0.125,12.5,1,10.0,0.0,0.0,8.0,LOW RISK
I397,8,2.25,1.2817398889233114,0,3,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I398,11,2.909090909090909,1.4459976109624424,2,2,0.18181818181818182,18.181818181818183,1,10.0,0.0,0.0,10.272727272727273,LOW RISK
I399,10,3.0,1.4907119849998598,3,1,0.3,30.0,1,10.0,0.0,0.0,15.0,LOW RISK
I4,10,3.6,1.1737877907772674,3,0,0.3,30.0,1,10.0,0.0,0.0,15.0,LOW RISK
I40,13,2.6153846153846154,1.1929278784054478,1,3,0.07692307692307693,7.6923076923076925,1,10.0,0.0,0.0,6.076923076923077,LOW RISK
I400,14,3.2857142857142856,1.489892687336984,4,2,0.2857142857142857,28.57142857142857,1,10.0,0.0,0.0,14.428571428571429,LOW RISK
I401,3,2.6666666666666665,1.1547005383792517,0,0,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I402,5,3.2,1.7888543819998317,2,1,0.4,40.0,1,10.0,0.0,0.0,19.0,LOW RISK
I403,18,3.2222222222222223,1.2153699778283713,3,1,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I404,11,3.0,1.5491933384829668,2,3,0.18181818181818182,18.181818181818183,1,10.0,0.0,0.0,10.272727272727273,LOW RISK
I405,4,2.75,2.0615528128088303,1,2,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I406,9,2.5555555555555554,1.130388330520878,1,1,0.1111111111111111,11.11111111111111,1,10.0,1.0,12.5,11.194444444444445,LOW RISK
I407,9,2.3333333333333335,1.414213562373095,0,4,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I408,13,3.769230769230769,1.2351684199496946,5,0,0.38461538461538464,38.46153846153847,1,10.0,0.0,0.0,18.384615384615387,LOW RISK
I409,13,3.0,1.0,1,1,0.07692307692307693,7.6923076923076925,1,10.0,0.0,0.0,6.076923076923077,LOW RISK
I41,8,3.125,1.4577379737113252,2,1,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I410,13,3.4615384615384617,1.6641005886756874,5,3,0.38461538461538464,38.46153846153847,1,10.0,0.0,0.0,18.384615384615387,LOW RISK
I411,7,3.142857142857143,1.5735915849388864,2,1,0.2857142857142857,28.57142857142857,1,10.0,0.0,0.0,14.428571428571429,LOW RISK
I412,6,3.1666666666666665,1.3291601358251257,1,0,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I413,11,2.909090909090909,1.300349603340998,2,2,0.18181818181818182,18.181818181818183,1,10.0,1.0,12.5,14.022727272727273,LOW RISK
I414,9,2.6666666666666665,1.118033988749895,1,1,0.1111111111111111,11.11111111111111,1,10.0,0.0,0.0,7.444444444444445,LOW RISK
I415,8,3.5,1.5118578920369088,3,1,0.375,37.5,1,10.0,0.0,0.0,18.0,LOW RISK
I416,7,3.142857142857143,1.6761634196950517,2,2,0.2857142857142857,28.57142857142857,1,10.0,0.0,0.0,14.428571428571429,LOW RISK
I417,6,2.8333333333333335,1.7224014243685086,1,2,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I418,11,2.3636363636363638,0.9244162777371754,0,2,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I419,13,3.769230769230769,1.3634420996046583,6,0,0.46153846153846156,46.15384615384615,1,10.0,0.0,0.0,21.461538461538463,LOW RISK
I42,12,3.0,1.4142135623730951,2,2,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I420,8,4.0,1.3093073414159542,4,0,0.5,50.0,1,10.0,0.0,0.0,23.0,LOW RISK
I421,13,3.076923076923077,1.4411533842457842,3,2,0.23076923076923078,23.076923076923077,1,10.0,0.0,0.0,12.230769230769232,LOW RISK
I422,9,3.0,1.5811388300841898,2,2,0.2222222222222222,22.22222222222222,1,10.0,0.0,0.0,11.88888888888889,LOW RISK
I423,6,3.6666666666666665,1.7511900715418263,3,1,0.5,50.0,1,10.0,0.0,0.0,23.0,LOW RISK
I424,14,3.0714285714285716,1.6391501416322993,4,4,0.2857142857142857,28.57142857142857,1,10.0,1.0,12.5,18.17857142857143,LOW RISK
I425,13,2.769230769230769,1.4232501627054275,1,4,0.07692307692307693,7.6923076923076925,1,10.0,0.0,0.0,6.076923076923077,LOW RISK
I426,6,2.5,1.760681686165901,1,3,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I427,14,2.2142857142857144,1.3688047244316384,1,6,0.07142857142857142,7.142857142857142,1,10.0,0.0,0.0,5.857142857142858,LOW RISK
I428,8,3.375,1.5059406173077154,2,1,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I429,9,3.7777777777777777,0.97182531580755,2,0,0.2222222222222222,22.22222222222222,1,10.0,0.0,0.0,11.88888888888889,LOW RISK
I43,9,3.888888888888889,1.452966314513558,5,0,0.5555555555555556,55.55555555555556,1,10.0,0.0,0.0,25.222222222222225,LOW RISK
I430,12,3.1666666666666665,1.5275252316519468,3,3,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I431,8,3.0,1.1952286093343936,1,1,0.125,12.5,1,10.0,0.0,0.0,8.0,LOW RISK
I432,5,3.2,1.3038404810405297,1,0,0.2,20.0,1,10.0,0.0,0.0,11.0,LOW RISK
I433,9,2.5555555555555554,1.4240006242195884,0,3,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I434,10,2.5,1.6499158227686108,2,4,0.2,20.0,1,10.0,0.0,0.0,11.0,LOW RISK
I435,10,3.0,1.0540925533894598,1,1,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
I436,6,2.6666666666666665,1.505545305418162,1,2,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I437,7,2.857142857142857,1.5735915849388864,1,2,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I438,11,2.727272727272727,1.1908743922772957,1,2,0.09090909090909091,9.090909090909092,1,10.0,0.0,0.0,6.636363636363637,LOW RISK
I439,6,3.0,1.4142135623730951,1,1,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I44,6,3.8333333333333335,0.9831920802501751,2,0,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I440,13,3.076923076923077,1.1151635501529555,0,1,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I441,6,2.6666666666666665,1.632993161855452,1,2,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I442,12,4.0,1.2792042981336627,6,1,0.5,50.0,1,10.0,1.0,12.5,26.75,LOW RISK
I443,9,2.6666666666666665,1.4142135623730951,0,3,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I444,7,3.5714285714285716,1.8126539343499317,3,2,0.42857142857142855,42.857142857142854,1,10.0,0.0,0.0,20.142857142857142,LOW RISK
I445,5,3.0,1.5811388300841898,1,1,0.2,20.0,1,10.0,0.0,0.0,11.0,LOW RISK
I446,8,3.25,1.2817398889233114,1,1,0.125,12.5,1,10.0,0.0,0.0,8.0,LOW RISK
I447,11,3.272727272727273,1.4206272622267315,3,1,0.2727272727272727,27.27272727272727,1,10.0,0.0,0.0,13.909090909090908,LOW RISK
I448,4,2.75,2.0615528128088303,1,2,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I449,11,3.6363636363636362,1.5666989036012804,5,2,0.45454545454545453,45.45454545454545,1,10.0,0.0,0.0,21.181818181818183,LOW RISK
I45,12,2.6666666666666665,1.4354811251305468,2,3,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I450,10,1.6,0.6992058987801011,0,5,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I451,5,3.8,1.3038404810405297,2,0,0.4,40.0,1,10.0,0.0,0.0,19.0,LOW RISK
I452,11,2.6363636363636362,1.5015143870590968,2,3,0.18181818181818182,18.181818181818183,1,10.0,0.0,0.0,10.272727272727273,LOW RISK
I453,15,2.7333333333333334,1.3870146083619754,2,4,0.13333333333333333,13.333333333333334,1,10.0,0.0,0.0,8.333333333333334,LOW RISK
I454,18,2.7222222222222223,1.487420014875958,2,6,0.1111111111111111,11.11111111111111,1,10.0,0.0,0.0,7.444444444444445,LOW RISK
I455,8,3.5,1.5118578920369088,3,1,0.375,37.5,1,10.0,0.0,0.0,18.0,LOW RISK
I456,13,2.923076923076923,1.3204505835470495,1,2,0.07692307692307693,7.6923076923076925,1,10.0,0.0,0.0,6.076923076923077,LOW RISK
I457,4,1.25,0.5,0,3,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I458,9,3.4444444444444446,1.5898986690282426,3,2,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I459,8,3.25,1.0350983390135313,1,0,0.125,12.5,1,10.0,0.0,0.0,8.0,LOW RISK
I46,9,2.5555555555555554,0.881917103688197,0,0,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I460,12,3.25,1.2154310870109941,2,1,0.16666666666666666,16.666666666666664,1,10.0,1.0,12.5,13.416666666666666,LOW RISK
I461,8,3.0,1.6035674514745464,2,2,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I462,6,2.8333333333333335,1.6020819787597222,1,2,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I463,7,2.142857142857143,1.0690449676496976,0,2,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I464,10,2.6,1.429840705968481,1,3,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
I465,2,3.0,1.4142135623730951,0,0,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I466,10,2.8,1.3165611772087666,2,1,0.2,20.0,1,10.0,0.0,0.0,11.0,LOW RISK
I467,7,3.5714285714285716,1.8126539343499315,4,1,0.5714285714285714,57.14285714285714,1,10.0,0.0,0.0,25.857142857142858,LOW RISK
I468,12,3.0,1.348399724926484,2,2,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I469,12,3.75,1.0552897060221726,3,0,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I47,15,2.6666666666666665,1.4960264830861913,3,4,0.2,20.0,1,10.0,0.0,0.0,11.0,LOW RISK
I470,16,2.875,1.3102162671355697,2,3,0.125,12.5,1,10.0,0.0,0.0,8.0,LOW RISK
I471,3,3.0,1.7320508075688772,0,1,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I472,15,2.3333333333333335,1.3451854182690985,1,6,0.06666666666666667,6.666666666666667,1,10.0,0.0,0.0,5.666666666666667,LOW RISK
I473,7,2.4285714285714284,1.2724180205607034,0,2,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I474,12,3.5,1.381698559415515,4,1,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I475,7,3.5714285714285716,1.618347187425374,3,1,0.42857142857142855,42.857142857142854,1,10.0,0.0,0.0,20.142857142857142,LOW RISK
I476,6,4.166666666666667,1.602081978759722,4,1,0.6666666666666666,66.66666666666666,1,10.0,0.0,0.0,29.666666666666664,LOW RISK
I477,12,3.0833333333333335,1.4433756729740645,2,2,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I478,7,2.142857142857143,1.6761634196950517,1,4,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I479,8,3.125,1.4577379737113252,2,1,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I48,12,2.5833333333333335,1.3113721705515065,1,3,0.08333333333333333,8.333333333333332,1,10.0,1.0,12.5,10.083333333333332,LOW RISK
I480,13,2.6923076923076925,1.3155870289605438,2,2,0.15384615384615385,15.384615384615385,1,10.0,0.0,0.0,9.153846153846153,LOW RISK
I481,7,3.142857142857143,1.3451854182690985,1,1,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I482,9,3.0,1.4142135623730951,1,2,0.1111111111111111,11.11111111111111,1,10.0,0.0,0.0,7.444444444444445,LOW RISK
I483,13,3.3076923076923075,1.5483655567842813,4,3,0.3076923076923077,30.76923076923077,1,10.0,0.0,0.0,15.307692307692308,LOW RISK
