comment_id,user_id,item_id,text,timestamp,normalized_text,spam_probability,spam,text_frequency,duplicate,comment_risk_score
C926,U908,I468,This is worth discussing further. Reference 926,2026-06-22 10:47:31.791119,this is worth discussing further reference 926,0.0,0,1,0,0.0
C927,U895,I284,I learned something useful about gaming here. Reference 927,2026-08-08 00:43:31.791133,i learned something useful about gaming here reference 927,0.0,0,1,0,0.0
C928,U5,I293,Thanks for sharing this information. Reference 928,2026-06-23 22:33:31.791148,thanks for sharing this information reference 928,0.0,0,1,0,0.0
C929,U560,I484,This is an interesting perspective on movies. Reference 929,2026-07-23 17:06:31.791162,this is an interesting perspective on movies reference 929,0.0,0,1,0,0.0
C930,U766,I379,This is worth discussing further. Reference 930,2026-07-05 06:31:31.791178,this is worth discussing further reference 930,0.0,0,1,0,0.0
C931,U927,I330,This was a surprisingly interesting post. Reference 931,2026-07-28 04:22:31.791191,this was a surprisingly interesting post reference 931,0.0,0,1,0,0.0
C932,U188,I113,Thanks for sharing this information. Reference 932,2026-07-25 03:28:31.791205,thanks for sharing this information reference 932,0.0,0,1,0,0.0
C933,U117,I92,Thanks for sharing this information. Reference 933,2026-06-04 11:18:31.791218,thanks for sharing this information reference 933,0.0,0,1,0,0.0
C934,U954,I281,Best deal available now,2026-07-16 09:02:31.791232,best deal available now,0.5,1,52,1,72.50000000000001
C935,U687,I34,I have a different opinion about gaming. Reference 935,2026-07-24 20:43:31.791245,i have a different opinion about gaming reference 935,0.0,0,1,0,0.0
C936,U743,I297,I think this could be improved. Reference 936,2026-07-10 07:48:31.791259,i think this could be improved reference 936,0.0,0,1,0,0.0
C937,U131,I343,The explanation of gaming was very clear. Reference 937,2026-07-16 21:05:31.791273,the explanation of gaming was very clear reference 937,0.0,0,1,0,0.0
C938,U634,I35,The explanation of music was very clear. Reference 938,2026-06-28 14:36:31.791286,the explanation of music was very clear reference 938,0.0,0,1,0,0.0
C939,U461,I168,Thanks for sharing this information. Reference 939,2026-06-09 17:06:31.791300,thanks for sharing this information reference 939,0.0,0,1,0,0.0
C940,U598,I78,Best product ever buy now,2026-07-14 00:56:31.791313,best product ever buy now,0.5,1,75,1,72.50000000000001
C941,U981,I219,I learned something useful about technology here. Reference 941,2026-07-14 07:45:31.791329,i learned something useful about technology here reference 941,0.0,0,1,0,0.0
C942,U252,I402,The explanation of fashion was very clear. Reference 942,2026-07-17 15:34:31.791343,the explanation of fashion was very clear reference 942,0.0,0,1,0,0.0
C943,U860,I184,I learned something useful about music here. Reference 943,2026-06-29 03:30:31.791357,i learned something useful about music here reference 943,0.0,0,1,0,0.0
C944,U473,I228,This is worth discussing further. Reference 944,2026-06-28 12:10:31.791371,this is worth discussing further reference 944,0.0,0,1,0,0.0
C945,U564,I55,I learned something useful about gaming here. Reference 945,2026-07-17 06:58:31.791385,i learned something useful about gaming here reference 945,0.0,0,1,0,0.0
C946,U879,I423,I learned something useful about sports here. Reference 946,2026-07-18 20:56:31.791399,i learned something useful about sports here reference 946,0.0,0,1,0,0.0
C947,U751,I453,This is an interesting perspective on gaming. Reference 947,2026-08-10 03:17:31.791413,this is an interesting perspective on gaming reference 947,0.0,0,1,0,0.0
C948,U869,I259,I really enjoyed this post about fashion. Reference 948,2026-06-19 03:01:31.791427,i really enjoyed this post about fashion reference 948,0.0,0,1,0,0.0
C949,U217,I464,I really enjoyed this post about movies. Reference 949,2026-06-23 08:45:31.791441,i really enjoyed this post about movies reference 949,0.0,0,1,0,0.0
C950,U915,I276,I think this could be improved. Reference 950,2026-07-09 12:50:31.791455,i think this could be improved reference 950,0.0,0,1,0,0.0
C951,U401,I114,Thanks for sharing this information. Reference 951,2026-07-30 15:30:31.791468,thanks for sharing this information reference 951,0.0,0,1,0,0.0
C952,U475,I256,This was a surprisingly interesting post. Reference 952,2026-07-06 17:11:31.791482,this was a surprisingly interesting post reference 952,0.0,0,1,0,0.0
C953,U372,I257,I really enjoyed this post about sports. Reference 953,2026-06-16 22:36:31.791496,i really enjoyed this post about sports reference 953,0.0,0,1,0,0.0
C954,U700,I84,This was a surprisingly interesting post. Reference 954,2026-07-02 05:11:31.791510,this was a surprisingly interesting post reference 954,0.0,0,1,0,0.0
C955,U163,I91,Thanks for sharing this information. Reference 955,2026-06-05 20:20:31.791523,thanks for sharing this information reference 955,0.0,0,1,0,0.0
C956,U749,I247,This is worth discussing further. Reference 956,2026-07-22 21:57:31.791537,this is worth discussing further reference 956,0.0,0,1,0,0.0
C957,U779,I249,The explanation of gaming was very clear. Reference 957,2026-07-18 18:29:31.791550,the explanation of gaming was very clear reference 957,0.0,0,1,0,0.0
C958,U378,I119,I really enjoyed this post about sports. Reference 958,2026-06-25 16:38:31.791566,i really enjoyed this post about sports reference 958,0.0,0,1,0,0.0
C959,U929,I405,This is worth discussing further. Reference 959,2026-06-30 01:57:31.791579,this is worth discussing further reference 959,0.0,0,1,0,0.0
C960,U939,I232,I really enjoyed this post about technology. Reference 960,2026-06-13 19:15:31.791595,i really enjoyed this post about technology reference 960,0.0,0,1,0,0.0
C961,U331,I52,This was a surprisingly interesting post. Reference 961,2026-06-05 07:15:31.791609,this was a surprisingly interesting post reference 961,0.0,0,1,0,0.0
C962,U269,I296,This was a surprisingly interesting post. Reference 962,2026-07-08 13:09:31.791624,this was a surprisingly interesting post reference 962,0.0,0,1,0,0.0
C963,U669,I193,This is worth discussing further. Reference 963,2026-06-25 19:18:31.791640,this is worth discussing further reference 963,0.0,0,1,0,0.0
C964,U257,I192,The explanation of fashion was very clear. Reference 964,2026-07-10 17:03:31.791654,the explanation of fashion was very clear reference 964,0.0,0,1,0,0.0
C965,U836,I444,This is worth discussing further. Reference 965,2026-06-28 22:47:31.791668,this is worth discussing further reference 965,0.0,0,1,0,0.0
C966,U908,I309,I really enjoyed this post about education. Reference 966,2026-07-02 19:00:31.791682,i really enjoyed this post about education reference 966,0.0,0,1,0,0.0
C967,U169,I117,This is an interesting perspective on movies. Reference 967,2026-07-23 13:55:31.791696,this is an interesting perspective on movies reference 967,0.0,0,1,0,0.0
C968,U153,I95,I learned something useful about music here. Reference 968,2026-06-18 00:50:31.791710,i learned something useful about music here reference 968,0.0,0,1,0,0.0
C969,U734,I418,This is an interesting perspective on sports. Reference 969,2026-07-05 02:14:31.791725,this is an interesting perspective on sports reference 969,0.0,0,1,0,0.0
C970,U830,I169,This is an interesting perspective on food. Reference 970,2026-06-11 08:55:31.791739,this is an interesting perspective on food reference 970,0.0,0,1,0,0.0
C971,U490,I245,The explanation of education was very clear. Reference 971,2026-06-13 22:01:31.791753,the explanation of education was very clear reference 971,0.0,0,1,0,0.0
C972,U853,I210,I really enjoyed this post about sports. Reference 972,2026-08-07 21:43:31.791766,i really enjoyed this post about sports reference 972,0.0,0,1,0,0.0
C973,U130,I293,Thanks for sharing this information. Reference 973,2026-07-30 13:40:31.791781,thanks for sharing this information reference 973,0.0,0,1,0,0.0
C974,U644,I262,I really enjoyed this post about education. Reference 974,2026-08-06 17:50:31.791794,i really enjoyed this post about education reference 974,0.0,0,1,0,0.0
C975,U170,I132,I learned something useful about fashion here. Reference 975,2026-06-18 06:40:31.791808,i learned something useful about fashion here reference 975,0.0,0,1,0,0.0
C976,U992,I288,I really enjoyed this post about movies. Reference 976,2026-08-04 00:39:31.791822,i really enjoyed this post about movies reference 976,0.0,0,1,0,0.0
C977,U221,I229,Thanks for sharing this information. Reference 977,2026-06-28 23:45:31.791836,thanks for sharing this information reference 977,0.0,0,1,0,0.0
C978,U174,I112,The information presented here is useful. Reference 978,2026-06-19 19:10:31.791849,the information presented here is useful reference 978,0.0,0,1,0,0.0
C979,U840,I392,I learned something useful about movies here. Reference 979,2026-07-27 13:35:31.791863,i learned something useful about movies here reference 979,0.0,0,1,0,0.0
C980,U741,I351,This is worth discussing further. Reference 980,2026-06-18 12:50:31.791877,this is worth discussing further reference 980,0.0,0,1,0,0.0
C981,U604,I35,The explanation of fashion was very clear. Reference 981,2026-07-07 17:55:31.791890,the explanation of fashion was very clear reference 981,0.0,0,1,0,0.0
C982,U135,I55,I really enjoyed this post about sports. Reference 982,2026-06-25 06:06:31.791904,i really enjoyed this post about sports reference 982,0.0,0,1,0,0.0
C983,U880,I465,This was a surprisingly interesting post. Reference 983,2026-07-29 05:15:31.791917,this was a surprisingly interesting post reference 983,0.0,0,1,0,0.0
C984,U620,I49,I learned something useful about food here. Reference 984,2026-06-16 21:02:31.791931,i learned something useful about food here reference 984,0.0,0,1,0,0.0
C985,U614,I19,This was a surprisingly interesting post. Reference 985,2026-08-03 08:24:31.791945,this was a surprisingly interesting post reference 985,0.0,0,1,0,0.0
C986,U493,I337,I learned something useful about technology here. Reference 986,2026-06-11 01:38:31.791959,i learned something useful about technology here reference 986,0.0,0,1,0,0.0
C987,U664,I220,This was a surprisingly interesting post. Reference 987,2026-07-09 02:52:31.791974,this was a surprisingly interesting post reference 987,0.0,0,1,0,0.0
C988,U895,I22,This was a surprisingly interesting post. Reference 988,2026-07-21 22:39:31.791988,this was a surprisingly interesting post reference 988,0.0,0,1,0,0.0
C989,U960,I410,I think this could be improved. Reference 989,2026-07-10 22:15:31.792001,i think this could be improved reference 989,0.0,0,1,0,0.0
C990,U603,I411,Thanks for sharing this information. Reference 990,2026-07-04 02:29:31.792015,thanks for sharing this information reference 990,0.0,0,1,0,0.0
C991,U137,I130,I think this could be improved. Reference 991,2026-08-04 04:52:31.792029,i think this could be improved reference 991,0.0,0,1,0,0.0
C992,U290,I306,This was a surprisingly interesting post. Reference 992,2026-07-19 08:47:31.792044,this was a surprisingly interesting post reference 992,0.0,0,1,0,0.0
C993,U193,I2,I really enjoyed this post about gaming. Reference 993,2026-06-25 12:32:31.792059,i really enjoyed this post about gaming reference 993,0.0,0,1,0,0.0
C994,U7,I192,The explanation of music was very clear. Reference 994,2026-07-05 14:50:31.792072,the explanation of music was very clear reference 994,0.0,0,1,0,0.0
C995,U370,I54,I learned something useful about fashion here. Reference 995,2026-06-13 12:35:31.792086,i learned something useful about fashion here reference 995,0.0,0,1,0,0.0
C996,U599,I129,I have a different opinion about fashion. Reference 996,2026-06-21 10:26:31.792099,i have a different opinion about fashion reference 996,0.0,0,1,0,0.0
C997,U374,I313,I have a different opinion about fashion. Reference 997,2026-06-04 02:43:31.792115,i have a different opinion about fashion reference 997,0.0,0,1,0,0.0
C998,U208,I211,This was a surprisingly interesting post. Reference 998,2026-07-26 13:33:31.792128,this was a surprisingly interesting post reference 998,0.0,0,1,0,0.0
C999,U379,I286,This was a surprisingly interesting post. Reference 999,2026-07-19 17:35:31.792141,this was a surprisingly interesting post reference 999,0.0,0,1,0,0.0
C1000,U314,I295,This is worth discussing further. Reference 1000,2026-06-05 20:38:31.792155,this is worth discussing further reference 1000,0.0,0,1,0,0.0
C1001,U141,I437,This is an interesting perspective on sports. Reference 1001,2026-07-02 04:22:31.792170,this is an interesting perspective on sports reference 1001,0.0,0,1,0,0.0
C1002,U801,I358,I learned something useful about gaming here. Reference 1002,2026-07-23 07:29:31.792184,i learned something useful about gaming here reference 1002,0.0,0,1,0,0.0
C1003,U520,I205,This is worth discussing further. Reference 1003,2026-07-28 04:50:31.792198,this is worth discussing further reference 1003,0.0,0,1,0,0.0
C1004,U398,I493,I really enjoyed this post about gaming. Reference 1004,2026-07-29 14:30:31.792212,i really enjoyed this post about gaming reference 1004,0.0,0,1,0,0.0
C1005,U482,I474,Thanks for sharing this information. Reference 1005,2026-08-03 19:26:31.792226,thanks for sharing this information reference 1005,0.0,0,1,0,0.0
C1006,U65,I134,The explanation of music was very clear. Reference 1006,2026-08-04 13:08:31.792239,the explanation of music was very clear reference 1006,0.0,0,1,0,0.0
C1007,U623,I19,The information presented here is useful. Reference 1007,2026-06-16 22:45:31.792253,the information presented here is useful reference 1007,0.0,0,1,0,0.0
C1008,U671,I266,I have a different opinion about technology. Reference 1008,2026-07-26 21:05:31.792267,i have a different opinion about technology reference 1008,0.0,0,1,0,0.0
C1009,U655,I253,I think this could be improved. Reference 1009,2026-07-24 11:20:31.792281,i think this could be improved reference 1009,0.0,0,1,0,0.0
C1010,U870,I336,This was a surprisingly interesting post. Reference 1010,2026-07-25 02:33:31.792295,this was a surprisingly interesting post reference 1010,0.0,0,1,0,0.0
C1011,U34,I401,Thanks for sharing this information. Reference 1011,2026-06-16 20:04:31.792308,thanks for sharing this information reference 1011,0.0,0,1,0,0.0
C1012,U173,I345,I really enjoyed this post about music. Reference 1012,2026-07-21 01:19:31.792322,i really enjoyed this post about music reference 1012,0.0,0,1,0,0.0
C1013,U670,I0,I learned something useful about gaming here. Reference 1013,2026-07-17 17:11:31.792336,i learned something useful about gaming here reference 1013,0.0,0,1,0,0.0
C1014,U798,I204,This is worth discussing further. Reference 1014,2026-07-05 22:15:31.792350,this is worth discussing further reference 1014,0.0,0,1,0,0.0
C1015,U600,I102,This was a surprisingly interesting post. Reference 1015,2026-06-05 18:08:31.792366,this was a surprisingly interesting post reference 1015,0.0,0,1,0,0.0
C1016,U720,I35,This is an interesting perspective on movies. Reference 1016,2026-06-06 17:42:31.792380,this is an interesting perspective on movies reference 1016,0.0,0,1,0,0.0
C1017,U849,I286,Thanks for sharing this information. Reference 1017,2026-07-11 04:54:31.792393,thanks for sharing this information reference 1017,0.0,0,1,0,0.0
C1018,U986,I417,I have a different opinion about sports. Reference 1018,2026-06-17 15:21:31.792456,i have a different opinion about sports reference 1018,0.0,0,1,0,0.0
C1019,U986,I99,I think this could be improved. Reference 1019,2026-06-20 12:04:31.792471,i think this could be improved reference 1019,0.0,0,1,0,0.0
C1020,U4,I133,I learned something useful about fashion here. Reference 1020,2026-06-26 18:05:31.792485,i learned something useful about fashion here reference 1020,0.0,0,1,0,0.0
C1021,U109,I286,This is an interesting perspective on movies. Reference 1021,2026-07-11 21:18:31.792499,this is an interesting perspective on movies reference 1021,0.0,0,1,0,0.0
C1022,U969,I59,This was a surprisingly interesting post. Reference 1022,2026-06-23 20:54:31.792512,this was a surprisingly interesting post reference 1022,0.0,0,1,0,0.0
C1023,U832,I406,Thanks for sharing this information. Reference 1023,2026-06-09 15:29:31.792526,thanks for sharing this information reference 1023,0.0,0,1,0,0.0
C1024,U453,I494,The information presented here is useful. Reference 1024,2026-07-20 16:32:31.792542,the information presented here is useful reference 1024,0.0,0,1,0,0.0
C1025,U775,I173,I think this could be improved. Reference 1025,2026-06-19 10:02:31.792556,i think this could be improved reference 1025,0.0,0,1,0,0.0
C1026,U882,I14,I think this could be improved. Reference 1026,2026-07-19 08:46:31.792572,i think this could be improved reference 1026,0.0,0,1,0,0.0
C1027,U69,I195,The explanation of sports was very clear. Reference 1027,2026-07-14 02:15:31.792589,the explanation of sports was very clear reference 1027,0.0,0,1,0,0.0
C1028,U422,I489,This is worth discussing further. Reference 1028,2026-06-09 01:01:31.792605,this is worth discussing further reference 1028,0.0,0,1,0,0.0
C1029,U852,I134,The explanation of movies was very clear. Reference 1029,2026-08-03 08:48:31.792619,the explanation of movies was very clear reference 1029,0.0,0,1,0,0.0
C1030,U408,I344,This is worth discussing further. Reference 1030,2026-06-22 08:32:31.792632,this is worth discussing further reference 1030,0.0,0,1,0,0.0
C1031,U953,I91,I think this could be improved. Reference 1031,2026-07-10 15:40:31.792646,i think this could be improved reference 1031,0.0,0,1,0,0.0
C1032,U223,I457,Thanks for sharing this information. Reference 1032,2026-07-26 04:41:31.792661,thanks for sharing this information reference 1032,0.0,0,1,0,0.0
C1033,U969,I382,The explanation of food was very clear. Reference 1033,2026-06-05 17:44:31.792675,the explanation of food was very clear reference 1033,0.0,0,1,0,0.0
C1034,U204,I120,The explanation of movies was very clear. Reference 1034,2026-07-24 00:16:31.792689,the explanation of movies was very clear reference 1034,0.0,0,1,0,0.0
C1035,U234,I103,The explanation of music was very clear. Reference 1035,2026-07-28 15:12:31.792703,the explanation of music was very clear reference 1035,0.0,0,1,0,0.0
C1036,U797,I54,This is an interesting perspective on gaming. Reference 1036,2026-06-11 07:38:31.792717,this is an interesting perspective on gaming reference 1036,0.0,0,1,0,0.0
C1037,U978,I339,I think this could be improved. Reference 1037,2026-06-23 13:06:31.792730,i think this could be improved reference 1037,0.0,0,1,0,0.0
C1038,U980,I21,I think this could be improved. Reference 1038,2026-06-16 08:06:31.792744,i think this could be improved reference 1038,0.0,0,1,0,0.0
C1039,U322,I252,Thanks for sharing this information. Reference 1039,2026-06-28 03:48:31.792758,thanks for sharing this information reference 1039,0.0,0,1,0,0.0
C1040,U187,I391,This was a surprisingly interesting post. Reference 1040,2026-07-06 14:48:31.792772,this was a surprisingly interesting post reference 1040,0.0,0,1,0,0.0
C1041,U227,I384,Thanks for sharing this information. Reference 1041,2026-08-06 21:41:31.792785,thanks for sharing this information reference 1041,0.0,0,1,0,0.0
C1042,U538,I409,The information presented here is useful. Reference 1042,2026-06-23 14:39:31.792798,the information presented here is useful reference 1042,0.0,0,1,0,0.0
C1043,U33,I257,This is worth discussing further. Reference 1043,2026-06-10 08:39:31.792814,this is worth discussing further reference 1043,0.0,0,1,0,0.0
C1044,U794,I89,I think this could be improved. Reference 1044,2026-06-09 06:38:31.792828,i think this could be improved reference 1044,0.0,0,1,0,0.0
C1045,U530,I235,This is worth discussing further. Reference 1045,2026-08-10 18:09:31.792841,this is worth discussing further reference 1045,0.0,0,1,0,0.0
C1046,U690,I107,The information presented here is useful. Reference 1046,2026-07-13 05:03:31.792855,the information presented here is useful reference 1046,0.0,0,1,0,0.0
C1047,U370,I313,I have a different opinion about education. Reference 1047,2026-06-22 21:37:31.792868,i have a different opinion about education reference 1047,0.0,0,1,0,0.0
C1048,U269,I121,I have a different opinion about food. Reference 1048,2026-06-17 00:40:31.792882,i have a different opinion about food reference 1048,0.0,0,1,0,0.0
C1049,U351,I187,I learned something useful about food here. Reference 1049,2026-07-04 05:51:31.792896,i learned something useful about food here reference 1049,0.0,0,1,0,0.0
C1050,U215,I214,This is worth discussing further. Reference 1050,2026-07-06 08:52:31.792910,this is worth discussing further reference 1050,0.0,0,1,0,0.0
C1051,U286,I230,I learned something useful about education here. Reference 1051,2026-06-20 09:55:31.792923,i learned something useful about education here reference 1051,0.0,0,1,0,0.0
C1052,U702,I117,This is an interesting perspective on movies. Reference 1052,2026-07-21 08:51:31.792937,this is an interesting perspective on movies reference 1052,0.0,0,1,0,0.0
C1053,U568,I221,The information presented here is useful. Reference 1053,2026-07-29 13:22:31.792951,the information presented here is useful reference 1053,0.0,0,1,0,0.0
C1054,U819,I491,I learned something useful about food here. Reference 1054,2026-08-10 22:42:31.792967,i learned something useful about food here reference 1054,0.0,0,1,0,0.0
C1055,U180,I215,I think this could be improved. Reference 1055,2026-06-15 10:18:31.792982,i think this could be improved reference 1055,0.0,0,1,0,0.0
C1056,U529,I273,This is worth discussing further. Reference 1056,2026-07-15 12:32:31.792997,this is worth discussing further reference 1056,0.0,0,1,0,0.0
C1057,U256,I287,Thanks for sharing this information. Reference 1057,2026-07-06 13:39:31.793010,thanks for sharing this information reference 1057,0.0,0,1,0,0.0
C1058,U101,I353,I learned something useful about technology here. Reference 1058,2026-07-23 05:17:31.793024,i learned something useful about technology here reference 1058,0.0,0,1,0,0.0
C1059,U833,I130,Best product ever buy now,2026-07-01 21:15:31.793037,best product ever buy now,0.5,1,75,1,72.50000000000001
C1060,U762,I171,I have a different opinion about music. Reference 1060,2026-07-10 00:52:31.793051,i have a different opinion about music reference 1060,0.0,0,1,0,0.0
C1061,U573,I285,I have a different opinion about music. Reference 1061,2026-08-10 00:39:31.793065,i have a different opinion about music reference 1061,0.0,0,1,0,0.0
C1062,U421,I62,This is worth discussing further. Reference 1062,2026-06-20 07:49:31.793079,this is worth discussing further reference 1062,0.0,0,1,0,0.0
C1063,U589,I332,This was a surprisingly interesting post. Reference 1063,2026-07-16 22:14:31.793092,this was a surprisingly interesting post reference 1063,0.0,0,1,0,0.0
C1064,U363,I166,This was a surprisingly interesting post. Reference 1064,2026-06-05 19:01:31.793106,this was a surprisingly interesting post reference 1064,0.0,0,1,0,0.0
C1065,U457,I455,This is an interesting perspective on fashion. Reference 1065,2026-06-16 23:24:31.793120,this is an interesting perspective on fashion reference 1065,0.0,0,1,0,0.0
C1066,U293,I237,I learned something useful about education here. Reference 1066,2026-06-14 12:36:31.793133,i learned something useful about education here reference 1066,0.0,0,1,0,0.0
C1067,U827,I475,This is worth discussing further. Reference 1067,2026-06-15 08:56:31.793147,this is worth discussing further reference 1067,0.0,0,1,0,0.0
C1068,U627,I292,The information presented here is useful. Reference 1068,2026-08-04 15:09:31.793160,the information presented here is useful reference 1068,0.0,0,1,0,0.0
C1069,U165,I175,The explanation of music was very clear. Reference 1069,2026-07-13 23:45:31.793174,the explanation of music was very clear reference 1069,0.0,0,1,0,0.0
C1070,U668,I149,I have a different opinion about fashion. Reference 1070,2026-07-18 03:25:31.793188,i have a different opinion about fashion reference 1070,0.0,0,1,0,0.0
C1071,U908,I227,This is worth discussing further. Reference 1071,2026-07-05 03:36:31.793204,this is worth discussing further reference 1071,0.0,0,1,0,0.0
C1072,U171,I94,I really enjoyed this post about education. Reference 1072,2026-06-06 14:08:31.793218,i really enjoyed this post about education reference 1072,0.0,0,1,0,0.0
C1073,U240,I338,I have a different opinion about gaming. Reference 1073,2026-07-23 15:58:31.793232,i have a different opinion about gaming reference 1073,0.0,0,1,0,0.0
C1074,U170,I203,This is an interesting perspective on gaming. Reference 1074,2026-08-06 00:37:31.793246,this is an interesting perspective on gaming reference 1074,0.0,0,1,0,0.0
C1075,U959,I449,I think this could be improved. Reference 1075,2026-08-09 10:23:31.793259,i think this could be improved reference 1075,0.0,0,1,0,0.0
C1076,U789,I203,This was a surprisingly interesting post. Reference 1076,2026-08-02 08:56:31.793273,this was a surprisingly interesting post reference 1076,0.0,0,1,0,0.0
C1077,U268,I316,I learned something useful about gaming here. Reference 1077,2026-06-13 05:28:31.793287,i learned something useful about gaming here reference 1077,0.0,0,1,0,0.0
C1078,U953,I453,The information presented here is useful. Reference 1078,2026-07-21 22:56:31.793300,the information presented here is useful reference 1078,0.0,0,1,0,0.0
C1079,U253,I377,I have a different opinion about food. Reference 1079,2026-06-15 19:24:31.793314,i have a different opinion about food reference 1079,0.0,0,1,0,0.0
C1080,U129,I67,This was a surprisingly interesting post. Reference 1080,2026-08-09 05:34:31.793328,this was a surprisingly interesting post reference 1080,0.0,0,1,0,0.0
C1081,U35,I339,This is worth discussing further. Reference 1081,2026-06-29 11:48:31.793341,this is worth discussing further reference 1081,0.0,0,1,0,0.0
C1082,U478,I499,This was a surprisingly interesting post. Reference 1082,2026-06-22 21:40:31.793357,this was a surprisingly interesting post reference 1082,0.0,0,1,0,0.0
C1083,U455,I69,This was a surprisingly interesting post. Reference 1083,2026-06-19 01:17:31.793370,this was a surprisingly interesting post reference 1083,0.0,0,1,0,0.0
C1084,U611,I233,Click here for amazing deals,2026-06-25 04:28:31.793384,click here for amazing deals,0.5,1,53,1,72.50000000000001
C1085,U655,I327,This was a surprisingly interesting post. Reference 1085,2026-07-11 05:34:31.793397,this was a surprisingly interesting post reference 1085,0.0,0,1,0,0.0
C1086,U493,I276,The explanation of gaming was very clear. Reference 1086,2026-07-02 14:43:31.793411,the explanation of gaming was very clear reference 1086,0.0,0,1,0,0.0
C1087,U315,I187,The information presented here is useful. Reference 1087,2026-07-28 15:48:31.793427,the information presented here is useful reference 1087,0.0,0,1,0,0.0
C1088,U310,I5,I really enjoyed this post about education. Reference 1088,2026-07-11 12:45:31.793441,i really enjoyed this post about education reference 1088,0.0,0,1,0,0.0
C1089,U293,I240,This was a surprisingly interesting post. Reference 1089,2026-06-10 05:31:31.793454,this was a surprisingly interesting post reference 1089,0.0,0,1,0,0.0
C1090,U944,I251,I think this could be improved. Reference 1090,2026-08-11 00:01:31.793470,i think this could be improved reference 1090,0.0,0,1,0,0.0
C1091,U784,I220,I have a different opinion about sports. Reference 1091,2026-08-11 04:12:31.793484,i have a different opinion about sports reference 1091,0.0,0,1,0,0.0
C1092,U561,I191,The explanation of fashion was very clear. Reference 1092,2026-06-21 19:26:31.793498,the explanation of fashion was very clear reference 1092,0.0,0,1,0,0.0
C1093,U447,I202,The explanation of education was very clear. Reference 1093,2026-06-07 18:10:31.793513,the explanation of education was very clear reference 1093,0.0,0,1,0,0.0
C1094,U754,I330,The information presented here is useful. Reference 1094,2026-07-22 18:05:31.793526,the information presented here is useful reference 1094,0.0,0,1,0,0.0
C1095,U269,I40,The information presented here is useful. Reference 1095,2026-06-25 19:25:31.793540,the information presented here is useful reference 1095,0.0,0,1,0,0.0
C1096,U782,I409,Thanks for sharing this information. Reference 1096,2026-07-16 22:05:31.793555,thanks for sharing this information reference 1096,0.0,0,1,0,0.0
C1097,U664,I380,This was a surprisingly interesting post. Reference 1097,2026-07-05 05:58:31.793569,this was a surprisingly interesting post reference 1097,0.0,0,1,0,0.0
C1098,U192,I436,This is an interesting perspective on education. Reference 1098,2026-07-30 09:31:31.793582,this is an interesting perspective on education reference 1098,0.0,0,1,0,0.0
C1099,U296,I56,I think this could be improved. Reference 1099,2026-07-18 01:29:31.793596,i think this could be improved reference 1099,0.0,0,1,0,0.0
C1100,U717,I318,I think this could be improved. Reference 1100,2026-07-13 15:31:31.793611,i think this could be improved reference 1100,0.0,0,1,0,0.0
C1101,U19,I77,Click here for amazing deals,2026-07-25 21:47:31.793627,click here for amazing deals,0.5,1,53,1,72.50000000000001
C1102,U995,I52,I have a different opinion about movies. Reference 1102,2026-07-31 10:49:31.793641,i have a different opinion about movies reference 1102,0.0,0,1,0,0.0
C1103,U732,I224,I really enjoyed this post about sports. Reference 1103,2026-08-03 14:56:31.793655,i really enjoyed this post about sports reference 1103,0.0,0,1,0,0.0
C1104,U154,I7,I think this could be improved. Reference 1104,2026-07-11 17:03:31.793669,i think this could be improved reference 1104,0.0,0,1,0,0.0
C1105,U430,I159,I think this could be improved. Reference 1105,2026-06-30 15:02:31.793682,i think this could be improved reference 1105,0.0,0,1,0,0.0
C1106,U713,I405,I really enjoyed this post about music. Reference 1106,2026-08-04 12:43:31.793696,i really enjoyed this post about music reference 1106,0.0,0,1,0,0.0
C1107,U863,I384,I learned something useful about technology here. Reference 1107,2026-07-18 13:47:31.793709,i learned something useful about technology here reference 1107,0.0,0,1,0,0.0
C1108,U794,I200,This is an interesting perspective on food. Reference 1108,2026-07-26 07:15:31.793723,this is an interesting perspective on food reference 1108,0.0,0,1,0,0.0
C1109,U196,I458,I have a different opinion about fashion. Reference 1109,2026-08-10 16:25:31.793737,i have a different opinion about fashion reference 1109,0.0,0,1,0,0.0
C1110,U124,I498,The explanation of fashion was very clear. Reference 1110,2026-07-02 12:19:31.793751,the explanation of fashion was very clear reference 1110,0.0,0,1,0,0.0
C1111,U253,I377,I really enjoyed this post about sports. Reference 1111,2026-06-30 21:16:31.793767,i really enjoyed this post about sports reference 1111,0.0,0,1,0,0.0
C1112,U752,I394,This is an interesting perspective on sports. Reference 1112,2026-06-29 19:04:31.793781,this is an interesting perspective on sports reference 1112,0.0,0,1,0,0.0
C1113,U398,I348,I have a different opinion about music. Reference 1113,2026-07-28 09:29:31.793795,i have a different opinion about music reference 1113,0.0,0,1,0,0.0
C1114,U644,I372,I really enjoyed this post about gaming. Reference 1114,2026-07-19 18:36:31.793809,i really enjoyed this post about gaming reference 1114,0.0,0,1,0,0.0
C1115,U492,I326,I have a different opinion about sports. Reference 1115,2026-07-10 00:37:31.793823,i have a different opinion about sports reference 1115,0.0,0,1,0,0.0
C1116,U908,I26,Amazing product buy now,2026-07-21 08:30:31.793836,amazing product buy now,1.0,1,69,1,100.0
C1117,U648,I222,This is worth discussing further. Reference 1117,2026-07-27 14:22:31.793850,this is worth discussing further reference 1117,0.0,0,1,0,0.0
