rating_id,user_id,item_id,rating,timestamp,duplicate_rating_score,extreme_rating_score,user_activity,user_behavior_score,item_activity,item_targeting_score,coordinated_users,coordination_score,bot_evidence,attack_score,detected_fake,is_real_attack
R1324,U457,I172,5,2026-07-05 01:33:31.885015,0,25,7,40,10,25,10,70,0,26.0,False,False
R1325,U827,I271,2,2026-07-16 07:54:31.885028,0,0,3,15,17,25,17,100,0,21.75,False,False
R1326,U699,I29,3,2026-08-05 08:14:31.885040,0,0,10,70,10,25,10,70,0,28.25,False,False
R1327,U424,I195,3,2026-07-19 14:09:31.885052,0,0,8,40,14,25,13,70,0,22.25,False,False
R1328,U332,I54,2,2026-07-26 21:25:31.885067,0,0,9,40,10,25,10,70,0,22.25,False,False
R1329,U913,I131,3,2026-07-19 03:58:31.885079,0,0,5,40,5,10,5,40,0,15.5,False,False
R1330,U70,I394,5,2026-06-19 05:53:31.885092,0,25,4,15,11,25,11,70,0,21.0,False,False
R1331,U626,I241,3,2026-08-11 09:11:31.885104,0,0,2,15,11,25,11,70,0,17.25,False,False
R1332,U147,I410,2,2026-07-24 11:36:31.885120,0,0,4,15,13,25,13,70,0,17.25,False,False
R1333,U541,I208,5,2026-07-04 01:48:31.885133,0,25,4,15,9,10,9,40,0,14.25,False,False
R1334,U17,I262,2,2026-07-13 20:41:31.885145,0,0,3,15,13,25,13,70,0,17.25,False,False
R1335,U840,I240,1,2026-06-06 08:51:31.885157,0,25,2,15,7,10,7,40,0,14.25,False,False
R1336,U65,I231,1,2026-07-20 12:26:31.885170,0,25,3,15,14,25,14,70,0,21.0,False,False
R1337,U418,I99,1,2026-06-16 04:44:31.885182,0,25,7,40,8,10,8,40,0,19.25,False,False
R1338,U305,I414,3,2026-07-28 19:49:31.885195,0,0,5,40,9,10,9,40,0,15.5,False,False
R1339,U938,I108,5,2026-06-14 07:21:31.885207,0,25,2,15,10,25,10,70,0,21.0,False,False
R1340,U421,I31,2,2026-08-07 17:11:31.885219,0,0,6,40,14,25,14,70,0,22.25,False,False
R1341,U816,I355,3,2026-06-06 06:23:31.885234,0,0,7,40,17,25,17,100,0,26.75,False,False
R1342,U49,I276,5,2026-06-05 20:25:31.885247,0,25,6,40,9,10,9,40,0,19.25,False,False
R1343,U547,I114,1,2026-06-17 10:13:31.885259,0,25,6,40,14,25,14,70,0,26.0,False,False
R1344,U795,I446,3,2026-06-04 20:46:31.885272,0,0,4,15,8,10,8,40,0,10.5,False,False
R1345,U70,I108,3,2026-06-12 00:46:31.885286,0,0,4,15,10,25,10,70,0,17.25,False,False
R1346,U592,I6,5,2026-07-03 09:30:31.885299,0,25,3,15,16,25,16,100,0,25.5,False,False
R1347,U653,I33,5,2026-06-29 12:57:31.885312,0,25,5,40,11,25,11,70,0,26.0,False,False
R1348,U610,I248,5,2026-06-28 12:09:31.885324,0,25,5,40,10,25,10,70,0,26.0,False,False
R1349,U138,I430,3,2026-07-12 04:35:31.885337,0,0,7,40,12,25,12,70,0,22.25,False,False
R1350,U156,I284,3,2026-08-01 20:44:31.885349,0,0,3,15,14,25,14,70,0,17.25,False,False
R1351,U214,I185,4,2026-06-17 08:44:31.885361,0,0,7,40,11,25,11,70,0,22.25,False,False
R1352,U276,I269,1,2026-07-15 15:11:31.885374,0,25,6,40,11,25,11,70,0,26.0,False,False
R1353,U325,I468,1,2026-06-30 14:16:31.885386,0,25,4,15,12,25,12,70,0,21.0,False,False
R1354,U209,I181,4,2026-06-04 09:40:31.885398,0,0,7,40,11,25,11,70,0,22.25,False,False
R1355,U707,I251,3,2026-06-26 11:05:31.885410,0,0,6,40,16,25,16,100,0,26.75,False,False
R1356,U997,I7,5,2026-07-13 12:51:31.885424,0,25,4,15,7,10,7,40,0,14.25,False,False
R1357,U510,I327,2,2026-06-20 16:09:31.885437,0,0,4,15,12,25,12,70,0,17.25,False,False
R1358,U257,I346,1,2026-07-12 04:16:31.885449,0,25,5,40,16,25,16,100,0,30.5,False,False
R1359,U598,I424,5,2026-08-07 17:20:31.885462,0,25,4,15,14,25,14,70,0,21.0,False,False
R1360,U143,I336,4,2026-08-11 17:36:31.885474,0,0,7,40,6,10,6,40,0,15.5,False,False
R1361,U172,I367,5,2026-07-19 23:43:31.885487,0,25,8,40,13,25,13,70,0,26.0,False,False
R1362,U276,I75,1,2026-07-21 14:24:31.885500,0,25,6,40,14,25,14,70,0,26.0,False,False
R1363,U992,I46,3,2026-06-24 13:12:31.885512,0,0,9,40,9,10,9,40,0,15.5,False,False
R1364,U614,I499,2,2026-07-12 14:26:31.885525,0,0,5,40,9,10,9,40,0,15.5,False,False
R1365,U533,I143,5,2026-08-10 05:37:31.885537,0,25,6,40,13,25,13,70,0,26.0,False,False
R1366,U479,I97,3,2026-07-28 20:30:31.885549,0,0,9,40,9,10,9,40,0,15.5,False,False
R1367,U41,I116,1,2026-06-21 12:57:31.885562,0,25,5,40,5,10,5,40,0,19.25,False,False
R1368,U761,I225,4,2026-06-29 22:42:31.885574,0,0,5,40,12,25,12,70,0,22.25,False,False
R1369,U292,I272,4,2026-06-30 22:29:31.885586,0,0,3,15,6,10,6,40,0,10.5,False,False
R1370,U371,I312,3,2026-08-01 11:38:31.885598,0,0,5,40,7,10,7,40,0,15.5,False,False
R1371,U672,I158,1,2026-06-26 02:15:31.885611,0,25,6,40,10,25,10,70,0,26.0,False,False
R1372,U920,I217,3,2026-06-10 07:47:31.885625,0,0,2,15,10,25,10,70,0,17.25,False,False
R1373,U535,I369,2,2026-07-24 11:52:31.885640,0,0,2,15,9,10,9,40,0,10.5,False,False
R1374,U3,I256,5,2026-06-04 03:30:31.885652,0,25,6,40,6,10,6,40,0,19.25,False,False
R1375,U741,I66,5,2026-07-13 16:55:31.885665,0,25,5,40,8,10,8,40,0,19.25,False,False
R1376,U805,I328,5,2026-07-06 17:57:31.885677,0,25,7,40,7,10,7,40,0,19.25,False,False
R1377,U713,I263,3,2026-08-02 04:22:31.885690,0,0,6,40,10,25,10,70,0,22.25,False,False
R1378,U584,I215,2,2026-07-20 13:26:31.885702,0,0,3,15,13,25,13,70,0,17.25,False,False
R1379,U662,I392,2,2026-07-27 12:17:31.885714,0,0,5,40,16,25,16,100,0,26.75,False,False
R1380,U994,I456,4,2026-08-08 23:58:31.885726,0,0,9,40,13,25,13,70,0,22.25,False,False
R1381,U754,I329,3,2026-06-07 01:30:31.885740,0,0,9,40,8,10,8,40,0,15.5,False,False
R1382,U561,I192,5,2026-06-03 22:51:31.885752,0,25,5,40,11,25,11,70,0,26.0,False,False
R1383,U286,I84,4,2026-07-04 14:30:31.885764,0,0,4,15,9,10,9,40,0,10.5,False,False
R1384,U858,I246,3,2026-06-25 19:59:31.885777,0,0,5,40,12,25,12,70,0,22.25,False,False
R1385,U214,I50,4,2026-07-25 07:31:31.885792,0,0,7,40,14,25,14,70,0,22.25,False,False
R1386,U716,I1,4,2026-07-06 03:55:31.885804,0,0,5,40,18,25,18,100,0,26.75,False,False
R1387,U186,I431,5,2026-07-23 09:17:31.885817,0,25,8,40,8,10,8,40,0,19.25,False,False
R1388,U672,I494,1,2026-07-09 00:21:31.885829,0,25,6,40,14,25,14,70,0,26.0,False,False
R1389,U94,I415,5,2026-08-03 14:39:31.885842,0,25,7,40,8,10,8,40,0,19.25,False,False
R1390,U479,I276,5,2026-07-29 05:13:31.885854,0,25,9,40,9,10,9,40,0,19.25,False,False
R1391,U301,I398,2,2026-07-08 02:37:31.885867,0,0,3,15,12,25,12,70,0,17.25,False,False
R1392,U843,I185,3,2026-06-21 13:48:31.885879,0,0,8,40,11,25,11,70,0,22.25,False,False
R1393,U319,I212,5,2026-06-22 21:12:31.885892,0,25,8,40,7,10,7,40,0,19.25,False,False
R1394,U607,I428,1,2026-07-04 13:35:31.885904,0,25,5,40,8,10,8,40,0,19.25,False,False
R1395,U950,I78,2,2026-07-30 16:18:31.885919,0,0,7,40,9,10,9,40,0,15.5,False,False
R1396,U471,I371,2,2026-07-22 19:14:31.885931,0,0,5,40,10,25,10,70,0,22.25,False,False
R1397,U669,I242,1,2026-07-01 20:15:31.885944,0,25,4,15,4,10,4,20,0,11.25,False,False
R1398,U639,I257,5,2026-08-09 09:03:31.885956,0,25,4,15,9,10,9,40,0,14.25,False,False
R1399,U155,I452,2,2026-07-22 01:54:31.885969,0,0,4,15,11,25,11,70,0,17.25,False,False
R1400,U482,I347,5,2026-08-06 16:18:31.885981,0,25,8,40,8,10,8,40,0,19.25,False,False
R1401,U36,I362,4,2026-07-14 00:53:31.885994,0,0,5,40,7,10,7,40,0,15.5,False,False
R1402,U843,I139,5,2026-06-15 16:46:31.886008,0,25,8,40,9,10,9,40,0,19.25,False,False
R1403,U653,I229,1,2026-06-11 17:56:31.886021,0,25,5,40,12,25,12,70,0,26.0,False,False
R1404,U909,I282,3,2026-06-30 09:57:31.886035,0,0,5,40,11,25,11,70,0,22.25,False,False
R1405,U457,I297,3,2026-06-08 19:40:31.886050,0,0,7,40,14,25,14,70,0,22.25,False,False
R1406,U265,I36,4,2026-07-04 12:54:31.886063,0,0,8,40,7,10,7,40,0,15.5,False,False
R1407,U508,I160,3,2026-07-24 09:33:31.886075,0,0,7,40,16,25,16,100,0,26.75,False,False
R1408,U607,I268,1,2026-06-23 06:11:31.886087,0,25,5,40,11,25,11,70,0,26.0,False,False
R1409,U553,I319,1,2026-07-01 15:37:31.886100,0,25,10,70,10,25,10,70,0,32.0,False,False
R1410,U766,I107,4,2026-06-26 00:43:31.886113,0,0,9,40,13,25,13,70,0,22.25,False,False
R1411,U67,I180,5,2026-08-05 22:25:31.886126,0,25,7,40,9,10,9,40,0,19.25,False,False
R1412,U328,I252,5,2026-08-06 13:06:31.886138,0,25,11,70,13,25,13,70,0,32.0,False,False
R1413,U571,I297,3,2026-07-09 04:35:31.886153,0,0,5,40,14,25,14,70,0,22.25,False,False
R1414,U522,I311,4,2026-07-27 13:45:31.886166,0,0,7,40,18,25,18,100,0,26.75,False,False
R1415,U414,I423,5,2026-07-23 17:01:31.886178,0,25,11,70,7,10,7,40,0,25.25,False,False
R1416,U517,I134,5,2026-06-26 06:05:31.886190,0,25,6,40,10,25,10,70,0,26.0,False,False
R1417,U453,I210,2,2026-06-25 00:49:31.886209,0,0,4,15,11,25,11,70,0,17.25,False,False
R1418,U23,I440,2,2026-08-10 07:04:31.886222,0,0,10,70,13,25,13,70,0,28.25,False,False
R1419,U701,I245,4,2026-08-04 14:48:31.886234,0,0,8,40,15,25,15,100,0,26.75,False,False
R1420,U154,I121,5,2026-07-06 12:01:31.886246,0,25,5,40,6,10,6,40,0,19.25,False,False
R1421,U697,I55,2,2026-08-01 09:49:31.886259,0,0,3,15,11,25,11,70,0,17.25,False,False
R1422,U958,I323,5,2026-08-09 07:07:31.886271,0,25,3,15,5,10,5,40,0,14.25,False,False
R1423,U647,I435,3,2026-06-05 15:18:31.886284,0,0,3,15,10,25,10,70,0,17.25,False,False
R1424,U90,I280,5,2026-08-02 18:02:31.886296,0,25,4,15,9,10,9,40,0,14.25,False,False
R1425,U158,I475,5,2026-06-13 22:30:31.886308,0,25,6,40,7,10,7,40,0,19.25,False,False
R1426,U808,I276,5,2026-06-14 06:04:31.886321,0,25,7,40,9,10,9,40,0,19.25,False,False
R1427,U396,I433,1,2026-06-26 08:14:31.886333,0,25,7,40,9,10,9,40,0,19.25,False,False
R1428,U785,I68,1,2026-06-13 18:32:31.886346,0,25,6,40,12,25,12,70,0,26.0,False,False
R1429,U847,I250,1,2026-07-06 06:15:31.886358,0,25,1,15,9,10,9,40,0,14.25,False,False
R1430,U397,I366,5,2026-08-08 11:55:31.886373,0,25,7,40,14,25,14,70,0,26.0,False,False
R1431,U894,I60,1,2026-07-01 10:42:31.886386,0,25,7,40,14,25,14,70,0,26.0,False,False
R1432,U600,I67,2,2026-06-29 01:07:31.886398,0,0,6,40,16,25,16,100,0,26.75,False,False
R1433,U798,I75,5,2026-06-22 07:55:31.886410,0,25,8,40,14,25,14,70,0,26.0,False,False
R1434,U147,I198,5,2026-06-17 14:38:31.886422,0,25,4,15,17,25,17,100,0,25.5,False,False
R1435,U914,I118,2,2026-07-17 19:27:31.886434,0,0,6,40,11,25,11,70,0,22.25,False,False
R1436,U927,I361,5,2026-06-12 12:10:31.886449,0,25,4,15,11,25,11,70,0,21.0,False,False
R1437,U952,I434,4,2026-06-12 15:14:31.886462,0,0,8,40,10,25,10,70,0,22.25,False,False
R1438,U311,I311,4,2026-08-07 15:00:31.886474,0,0,6,40,18,25,18,100,0,26.75,False,False
R1439,U248,I365,3,2026-08-07 19:20:31.886487,0,0,6,40,10,25,10,70,0,22.25,False,False
R1440,U430,I251,3,2026-06-30 22:34:31.886499,0,0,4,15,16,25,16,100,0,21.75,False,False
R1441,U523,I314,4,2026-06-25 15:09:31.886513,0,0,7,40,12,25,12,70,0,22.25,False,False
R1442,U801,I373,2,2026-07-25 10:43:31.886526,0,0,6,40,15,25,15,100,0,26.75,False,False
R1443,U346,I181,4,2026-08-10 14:59:31.886539,0,0,4,15,11,25,11,70,0,17.25,False,False
R1444,U819,I249,4,2026-07-21 08:09:31.886551,0,0,7,40,8,10,8,40,0,15.5,False,False
R1445,U757,I51,2,2026-06-12 22:07:31.886563,0,0,6,40,11,25,11,70,0,22.25,False,False
R1446,U920,I450,2,2026-08-02 17:12:31.886576,0,0,2,15,10,25,10,70,0,17.25,False,False
R1447,U330,I168,3,2026-06-15 07:05:31.886588,0,0,8,40,9,10,9,40,0,15.5,False,False
R1448,U43,I348,3,2026-07-02 18:50:31.886600,0,0,4,15,13,25,13,70,0,17.25,False,False
R1449,U692,I463,1,2026-07-10 07:03:31.886613,0,25,5,40,7,10,7,40,0,19.25,False,False
R1450,U130,I329,1,2026-06-25 01:32:31.886625,0,25,7,40,8,10,8,40,0,19.25,False,False
R1451,U489,I316,5,2026-06-11 08:19:31.886637,0,25,4,15,16,25,16,100,0,25.5,False,False
R1452,U898,I378,2,2026-06-25 19:30:31.886650,0,0,9,40,11,25,11,70,0,22.25,False,False
R1453,U280,I363,3,2026-07-18 20:33:31.886662,0,0,13,70,14,25,14,70,0,28.25,False,False
R1454,U45,I159,3,2026-06-26 11:50:31.886674,0,0,6,40,12,25,12,70,0,22.25,False,False
R1455,U550,I107,1,2026-08-04 21:11:31.886687,0,25,5,40,13,25,13,70,0,26.0,False,False
R1456,U318,I32,3,2026-06-28 19:59:31.886699,0,0,4,15,16,25,16,100,0,21.75,False,False
R1457,U973,I26,1,2026-06-04 08:01:31.886712,0,25,3,15,14,25,14,70,0,21.0,False,False
R1458,U156,I479,2,2026-06-13 20:01:31.886726,0,0,3,15,8,10,8,40,0,10.5,False,False
R1459,U812,I165,1,2026-07-24 18:27:31.886741,0,25,6,40,8,10,8,40,0,19.25,False,False
R1460,U410,I274,4,2026-08-01 11:18:31.886753,0,0,11,70,8,10,8,40,0,21.5,False,False
R1461,U332,I321,4,2026-06-24 05:50:31.886766,0,0,9,40,8,10,8,40,0,15.5,False,False
R1462,U616,I38,1,2026-06-19 18:52:31.886778,0,25,5,40,10,25,10,70,0,26.0,False,False
R1463,U654,I224,4,2026-06-16 14:08:31.886791,0,0,5,40,10,25,10,70,0,22.25,False,False
R1464,U457,I275,1,2026-07-29 21:30:31.886803,0,25,7,40,16,25,16,100,0,30.5,False,False
R1465,U237,I327,3,2026-06-15 17:03:31.886816,0,0,5,40,12,25,12,70,0,22.25,False,False
R1466,U273,I182,4,2026-06-26 04:40:31.886828,0,0,2,15,14,25,14,70,0,17.25,False,False
R1467,U298,I134,4,2026-06-29 18:38:31.886841,0,0,4,15,10,25,10,70,0,17.25,False,False
R1468,U588,I414,3,2026-08-09 13:56:31.886856,0,0,5,40,9,10,9,40,0,15.5,False,False
R1469,U936,I389,2,2026-07-04 07:21:31.886870,0,0,10,70,12,25,12,70,0,28.25,False,False
R1470,U743,I438,4,2026-07-15 16:38:31.886883,0,0,5,40,11,25,11,70,0,22.25,False,False
R1471,U833,I11,1,2026-07-03 12:15:31.886895,0,25,5,40,7,10,7,40,0,19.25,False,False
R1472,U223,I480,2,2026-06-17 00:31:31.886907,0,0,10,70,13,25,13,70,0,28.25,False,False
R1473,U326,I245,2,2026-06-03 19:16:31.886920,0,0,8,40,15,25,15,100,0,26.75,False,False
R1474,U510,I259,2,2026-07-31 23:58:31.886932,0,0,4,15,7,10,7,40,0,10.5,False,False
R1475,U363,I298,4,2026-07-09 12:19:31.886945,0,0,1,15,13,25,13,70,0,17.25,False,False
R1476,U463,I361,2,2026-06-18 02:09:31.886957,0,0,6,40,11,25,11,70,0,22.25,False,False
R1477,U931,I360,2,2026-06-12 12:37:31.886970,0,0,12,70,10,25,10,70,0,28.25,False,False
R1478,U449,I119,1,2026-06-26 11:57:31.886982,0,25,3,15,8,10,8,40,0,14.25,False,False
R1479,U402,I492,5,2026-06-05 04:47:31.886994,0,25,6,40,11,25,11,70,0,26.0,False,False
R1480,U213,I363,1,2026-07-30 09:20:31.887007,0,25,8,40,14,25,14,70,0,26.0,False,False
R1481,U578,I424,1,2026-07-12 15:58:31.887019,0,25,7,40,14,25,14,70,0,26.0,False,False
R1482,U572,I188,3,2026-06-14 08:20:31.887032,0,0,10,70,5,10,5,40,0,21.5,False,False
R1483,U167,I420,2,2026-07-22 04:52:31.887044,0,0,2,15,8,10,8,40,0,10.5,False,False
R1484,U179,I153,1,2026-07-08 14:47:31.887057,0,25,4,15,15,25,15,100,0,25.5,False,False
R1485,U875,I377,3,2026-08-05 13:18:31.887069,0,0,6,40,11,25,11,70,0,22.25,False,False
R1486,U563,I177,3,2026-06-23 21:42:31.887083,0,0,8,40,9,10,9,40,0,15.5,False,False
R1487,U253,I298,4,2026-07-07 10:03:31.887096,0,0,3,15,13,25,13,70,0,17.25,False,False
R1488,U24,I484,4,2026-07-23 23:07:31.887109,0,0,3,15,13,25,13,70,0,17.25,False,False
R1489,U307,I149,4,2026-06-29 23:11:31.887121,0,0,4,15,11,25,11,70,0,17.25,False,False
R1490,U726,I130,4,2026-07-26 18:00:31.887133,0,0,5,40,11,25,11,70,0,22.25,False,False
R1491,U744,I62,3,2026-06-05 04:51:31.887146,0,0,8,40,8,10,8,40,0,15.5,False,False
R1492,U647,I293,3,2026-06-23 05:54:31.887158,0,0,3,15,15,25,15,100,0,21.75,False,False
R1493,U290,I332,1,2026-06-15 18:02:31.887170,0,25,7,40,9,10,9,40,0,19.25,False,False
R1494,U498,I137,5,2026-08-01 08:58:31.887183,0,25,7,40,11,25,11,70,0,26.0,False,False
R1495,U434,I32,4,2026-08-11 13:33:31.887196,0,0,9,40,16,25,16,100,0,26.75,False,False
R1496,U344,I6,2,2026-07-27 18:15:31.887208,0,0,7,40,16,25,16,100,0,26.75,False,False
R1497,U78,I262,1,2026-07-06 00:21:31.887221,0,25,5,40,13,25,13,70,0,26.0,False,False
R1498,U578,I282,1,2026-06-14 01:48:31.887235,0,25,7,40,11,25,11,70,0,26.0,False,False
R1499,U854,I482,3,2026-08-02 19:58:31.887250,0,0,4,15,9,10,9,40,0,10.5,False,False
R1500,U233,I403,3,2026-07-17 22:36:31.887263,0,0,10,70,18,25,18,100,0,32.75,False,False
R1501,U683,I245,4,2026-06-09 04:53:31.887275,0,0,6,40,15,25,15,100,0,26.75,False,False
R1502,U910,I29,5,2026-07-19 14:36:31.887288,0,25,2,15,10,25,10,70,0,21.0,False,False
R1503,U836,I287,2,2026-06-09 15:55:31.887300,0,0,7,40,15,25,15,100,0,26.75,False,False
R1504,U498,I415,4,2026-07-16 15:16:31.887312,0,0,7,40,8,10,8,40,0,15.5,False,False
R1505,U26,I376,2,2026-06-18 23:51:31.887324,0,0,8,40,9,10,9,40,0,15.5,False,False
R1506,U829,I368,2,2026-06-24 01:02:31.887338,0,0,5,40,14,25,14,70,0,22.25,False,False
R1507,U414,I147,2,2026-07-24 12:16:31.887350,0,0,11,70,16,25,16,100,0,32.75,False,False
R1508,U789,I478,1,2026-07-29 00:53:31.887362,0,25,5,40,7,10,7,40,0,19.25,False,False
R1509,U434,I492,3,2026-06-04 15:32:31.887375,0,0,9,40,11,25,11,70,0,22.25,False,False
R1510,U30,I294,5,2026-07-07 20:05:31.887388,0,25,11,70,10,25,10,70,0,32.0,False,False
R1511,U724,I419,2,2026-08-01 05:19:31.887400,0,0,4,15,13,25,13,70,0,17.25,False,False
R1512,U571,I456,2,2026-07-05 00:03:31.887412,0,0,5,40,13,25,13,70,0,22.25,False,False
R1513,U386,I231,4,2026-07-31 15:02:31.887424,0,0,7,40,14,25,14,70,0,22.25,False,False
R1514,U614,I382,4,2026-07-05 00:20:31.887437,0,0,5,40,10,25,10,70,0,22.25,False,False
R1515,U423,I222,1,2026-08-11 16:42:31.887451,0,25,5,40,16,25,16,100,0,30.5,False,False
R1516,U142,I160,4,2026-07-20 22:34:31.887464,0,0,3,15,16,25,16,100,0,21.75,False,False
R1517,U284,I89,1,2026-07-30 14:19:31.887477,0,25,5,40,8,10,8,40,0,19.25,False,False
R1518,U812,I434,2,2026-07-30 16:02:31.887489,0,0,6,40,10,25,10,70,0,22.25,False,False
R1519,U696,I357,2,2026-07-18 09:04:31.887501,0,0,4,15,16,25,16,100,0,21.75,False,False
R1520,U628,I301,5,2026-08-08 05:26:31.887514,0,25,5,40,9,10,9,40,0,19.25,False,False
R1521,U74,I460,2,2026-06-06 19:45:31.887526,0,0,5,40,12,25,12,70,0,22.25,False,False
R1522,U448,I497,4,2026-06-22 10:20:31.887538,0,0,3,15,12,25,12,70,0,17.25,False,False
R1523,U226,I456,4,2026-06-28 09:26:31.887553,0,0,4,15,13,25,13,70,0,17.25,False,False
R1524,U366,I316,1,2026-08-03 07:06:31.887565,0,25,3,15,16,25,16,100,0,25.5,False,False
R1525,U485,I442,4,2026-06-16 22:05:31.887577,0,0,10,70,12,25,12,70,0,28.25,False,False
R1526,U73,I167,2,2026-06-14 23:21:31.887591,0,0,4,15,15,25,15,100,0,21.75,False,False
R1527,U311,I141,4,2026-07-31 21:11:31.887604,0,0,6,40,9,10,9,40,0,15.5,False,False
R1528,U280,I150,1,2026-06-16 16:36:31.887616,0,25,13,70,10,25,10,70,0,32.0,False,False
R1529,U168,I108,2,2026-07-10 22:23:31.887629,0,0,6,40,10,25,10,70,0,22.25,False,False
R1530,U64,I234,3,2026-07-06 20:06:31.887641,0,0,5,40,12,25,12,70,0,22.25,False,False
R1531,U929,I184,4,2026-07-14 20:57:31.887656,0,0,2,15,4,10,4,20,0,7.5,False,False
R1532,U143,I444,4,2026-08-07 01:11:31.887668,0,0,7,40,7,10,7,40,0,15.5,False,False
R1533,U112,I281,4,2026-07-20 09:51:31.887681,0,0,2,15,11,25,11,70,0,17.25,False,False
R1534,U501,I384,2,2026-07-08 06:42:31.887693,0,0,4,15,12,25,12,70,0,17.25,False,False
R1535,U223,I34,5,2026-06-19 15:00:31.887705,0,25,10,70,7,10,7,40,0,25.25,False,False
R1536,U801,I384,3,2026-06-05 22:12:31.887717,0,0,6,40,12,25,12,70,0,22.25,False,False
R1537,U926,I329,4,2026-06-17 02:18:31.887729,0,0,6,40,8,10,8,40,0,15.5,False,False
R1538,U648,I171,3,2026-06-19 19:10:31.887742,0,0,7,40,10,25,10,70,0,22.25,False,False
R1539,U776,I80,2,2026-06-28 14:22:31.887754,0,0,8,40,15,25,15,100,0,26.75,False,False
R1540,U701,I224,4,2026-07-18 22:05:31.887766,0,0,8,40,10,25,10,70,0,22.25,False,False
R1541,U831,I47,3,2026-06-17 12:06:31.887779,0,0,5,40,15,25,15,100,0,26.75,False,False
R1542,U46,I13,2,2026-06-22 23:47:31.887791,0,0,7,40,11,25,11,70,0,22.25,False,False
R1543,U331,I1,2,2026-06-05 04:58:31.887806,0,0,12,70,18,25,18,100,0,32.75,False,False
R1544,U820,I171,3,2026-08-06 01:09:31.887818,0,0,7,40,10,25,10,70,0,22.25,False,False
R1545,U746,I369,2,2026-07-18 03:47:31.887831,0,0,6,40,9,10,9,40,0,15.5,False,False
R1546,U798,I147,3,2026-06-22 19:57:31.887843,0,0,8,40,16,25,16,100,0,26.75,False,False
R1547,U408,I246,2,2026-07-26 09:31:31.887856,0,0,4,15,12,25,12,70,0,17.25,False,False
R1548,U546,I466,5,2026-07-22 00:23:31.887868,0,25,3,15,10,25,10,70,0,21.0,False,False
R1549,U586,I0,3,2026-06-30 03:49:31.887881,0,0,4,15,7,10,7,40,0,10.5,False,False
R1550,U773,I123,2,2026-08-05 19:34:31.887893,0,0,4,15,11,25,11,70,0,17.25,False,False
R1551,U258,I473,3,2026-07-17 17:04:31.887905,0,0,8,40,7,10,7,40,0,15.5,False,False
R1552,U387,I374,1,2026-07-08 19:25:31.887918,0,25,5,40,9,10,9,40,0,19.25,False,False
R1553,U703,I246,3,2026-06-20 00:23:31.887930,0,0,9,40,12,25,12,70,0,22.25,False,False
R1554,U849,I101,2,2026-07-10 06:47:31.887944,0,0,5,40,12,25,12,70,0,22.25,False,False
R1555,U95,I58,3,2026-06-09 10:03:31.887956,0,0,4,15,14,25,14,70,0,17.25,False,False
R1556,U800,I301,4,2026-06-24 22:57:31.887969,0,0,7,40,9,10,9,40,0,15.5,False,False
R1557,U529,I238,5,2026-07-13 23:53:31.887981,0,25,3,15,12,25,12,70,0,21.0,False,False
R1558,U218,I32,2,2026-06-10 04:34:31.887993,0,0,7,40,16,25,16,100,0,26.75,False,False
R1559,U8,I148,1,2026-06-19 18:02:31.888006,0,25,5,40,11,25,11,70,0,26.0,False,False
R1560,U329,I146,2,2026-07-02 17:00:31.888018,0,0,6,40,12,25,11,70,0,22.25,False,False
R1561,U507,I333,4,2026-07-04 03:43:31.888030,0,0,10,70,10,25,10,70,0,28.25,False,False
R1562,U97,I263,2,2026-08-07 02:53:31.888043,0,0,5,40,10,25,10,70,0,22.25,False,False
R1563,U715,I270,3,2026-06-27 03:14:31.888057,0,0,4,15,12,25,12,70,0,17.25,False,False
R1564,U52,I30,1,2026-06-07 00:22:31.888069,0,25,4,15,10,25,9,40,0,16.5,False,False
R1565,U713,I274,4,2026-07-20 16:41:31.888082,0,0,6,40,8,10,8,40,0,15.5,False,False
R1566,U87,I159,2,2026-06-19 19:56:31.888096,0,0,7,40,12,25,12,70,0,22.25,False,False
R1567,U86,I166,1,2026-08-05 22:09:31.888108,0,25,3,15,8,10,7,40,0,14.25,False,False
R1568,U256,I117,4,2026-06-29 00:23:31.888120,0,0,6,40,9,10,8,40,0,15.5,False,False
R1569,U547,I211,2,2026-06-15 08:52:31.888133,0,0,6,40,10,25,10,70,0,22.25,False,False
R1570,U106,I483,1,2026-06-28 14:33:31.888145,0,25,10,70,13,25,13,70,0,32.0,False,False
R1571,U817,I280,1,2026-06-22 21:07:31.888162,0,25,8,40,9,10,9,40,0,19.25,False,False
R1572,U467,I49,1,2026-06-16 20:11:31.888174,0,25,3,15,13,25,13,70,0,21.0,False,False
R1573,U687,I207,5,2026-07-13 16:45:31.888187,0,25,10,70,16,25,16,100,0,36.5,False,False
R1574,U433,I154,2,2026-07-12 17:37:31.888199,0,0,8,40,10,25,10,70,0,22.25,False,False
R1575,U779,I232,1,2026-07-05 19:52:31.888217,0,25,6,40,9,10,9,40,0,19.25,False,False
R1576,U657,I280,1,2026-07-29 20:03:31.888229,0,25,5,40,9,10,9,40,0,19.25,False,False
R1577,U884,I219,5,2026-06-13 01:44:31.888242,0,25,4,15,9,10,9,40,0,14.25,False,False
R1578,U202,I125,1,2026-07-08 22:42:31.888254,0,25,7,40,9,10,9,40,0,19.25,False,False
R1579,U964,I134,2,2026-06-08 12:06:31.888266,0,0,6,40,10,25,10,70,0,22.25,False,False
R1580,U760,I100,1,2026-07-06 00:53:31.888278,0,25,5,40,21,35,21,100,0,32.0,False,False
