comment_id,user_id,item_id,text,timestamp,is_fake_attack,attack_type,duplicate_count,duplicate_score,spam_score,near_duplicate_similarity,near_duplicate_score,user_comment_count,user_activity_score,unique_users_for_text,text_item_group_size,coordination_score,attack_pattern_score,base_attack_score,coordination_boost,attack_score,detected_fake,is_real_attack
C1615,U256,I250,i think this could be improved. reference 1615,2026-06-15 15:17:31.802116,False,GENUINE,1,0,0,0.6122441426822248,0,10,40,1,1,0,0,4.0,0,4.0,False,False
C1616,U965,I68,i really enjoyed this post about gaming. reference 1616,2026-06-05 16:14:31.802130,False,GENUINE,1,0,0,0.7760108921746118,20,2,0,1,1,0,0,3.0,0,3.0,False,False
C1617,U54,I425,this is an interesting perspective on food. reference 1617,2026-06-11 02:38:31.802144,False,GENUINE,1,0,0,0.7354630625709739,20,7,15,1,1,0,0,4.5,0,4.5,False,False
C1618,U27,I497,i learned something useful about fashion here. reference 1618,2026-06-17 19:14:31.802157,False,GENUINE,1,0,0,0.7359149406482672,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1619,U695,I167,i learned something useful about movies here. reference 1619,2026-06-16 05:16:31.802171,False,GENUINE,1,0,0,0.736990248638929,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1620,U638,I49,this is an interesting perspective on food. reference 1620,2026-06-30 09:56:31.802185,False,GENUINE,1,0,0,0.7354630625709739,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1621,U206,I150,i think this could be improved. reference 1621,2026-06-26 21:14:31.802201,False,GENUINE,1,0,0,0.6122441426822248,0,5,15,1,1,0,0,1.5,0,1.5,False,False
C1622,U267,I277,this is worth discussing further. reference 1622,2026-08-08 22:57:31.802216,False,GENUINE,1,0,0,0.6148367794734235,0,7,15,1,1,0,0,1.5,0,1.5,False,False
C1623,U440,I450,this is an interesting perspective on fashion. reference 1623,2026-07-01 20:41:31.802230,False,GENUINE,1,0,0,0.7361608768424162,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C1624,U322,I436,the information presented here is useful. reference 1624,2026-06-30 23:50:31.802244,False,GENUINE,1,0,0,0.6598076480079632,0,8,15,1,1,0,0,1.5,0,1.5,False,False
C1625,U36,I16,i learned something useful about movies here. reference 1625,2026-06-08 13:34:31.802258,False,GENUINE,1,0,0,0.736990248638929,20,10,40,1,1,0,0,7.0,0,7.0,False,False
C1626,U168,I251,the information presented here is useful. reference 1626,2026-07-14 09:24:31.802271,False,GENUINE,1,0,0,0.6598076480079632,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C1627,U732,I199,i think this could be improved. reference 1627,2026-06-21 01:18:31.802287,False,GENUINE,1,0,0,0.6122441426822248,0,9,15,1,1,0,0,1.5,0,1.5,False,False
C1628,U691,I251,this was a surprisingly interesting post. reference 1628,2026-06-29 12:20:31.802301,False,GENUINE,1,0,0,0.661661894767308,0,2,0,1,1,0,0,0.0,0,0.0,False,False
C1629,U575,I437,i learned something useful about technology here. reference 1629,2026-07-07 04:59:31.802337,False,GENUINE,1,0,0,0.7297924268271072,20,6,15,1,1,0,0,4.5,0,4.5,False,False
C1630,U269,I253,thanks for sharing this information. reference 1630,2026-06-16 16:15:31.802351,False,GENUINE,1,0,0,0.6789809902112234,0,8,15,1,1,0,0,1.5,0,1.5,False,False
C1631,U692,I180,amazing product buy now,2026-08-06 05:48:31.802365,False,GENUINE,69,50,15,1.0,50,2,0,68,1,40,0,32.0,8,40.0,False,False
C1632,U28,I302,i really enjoyed this post about education. reference 1632,2026-07-09 11:32:31.802379,False,GENUINE,1,0,0,0.7751482859536991,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1633,U357,I414,thanks for sharing this information. reference 1633,2026-06-15 22:18:31.802393,False,GENUINE,1,0,0,0.6789809902112234,0,5,15,1,1,0,0,1.5,0,1.5,False,False
C1634,U349,I194,this is an interesting perspective on fashion. reference 1634,2026-07-11 10:00:31.802406,False,GENUINE,1,0,0,0.7361608768424162,20,8,15,1,1,0,0,4.5,0,4.5,False,False
C1635,U365,I210,this is worth discussing further. reference 1635,2026-06-12 15:28:31.802421,False,GENUINE,1,0,0,0.6148367794734235,0,4,0,1,1,0,0,0.0,0,0.0,False,False
C1636,U250,I126,the explanation of movies was very clear. reference 1636,2026-06-18 21:34:31.802437,False,GENUINE,1,0,0,0.769149315988473,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1637,U86,I466,this is an interesting perspective on movies. reference 1637,2026-08-01 09:55:31.802451,False,GENUINE,1,0,0,0.7382784747058516,20,13,40,1,1,0,0,7.0,0,7.0,False,False
C1638,U345,I86,i really enjoyed this post about music. reference 1638,2026-08-08 10:19:31.802465,False,GENUINE,1,0,0,0.7730771289001258,20,11,40,1,1,0,0,7.0,0,7.0,False,False
C1639,U471,I336,the information presented here is useful. reference 1639,2026-07-18 13:32:31.802479,False,GENUINE,1,0,0,0.6598076480079632,0,4,0,1,1,0,0,0.0,0,0.0,False,False
C1640,U20,I356,i think this could be improved. reference 1640,2026-07-14 00:32:31.802492,False,GENUINE,1,0,0,0.6122441426822248,0,4,0,1,1,0,0,0.0,0,0.0,False,False
C1641,U386,I292,the information presented here is useful. reference 1641,2026-06-20 17:15:31.802506,False,GENUINE,1,0,0,0.6598076480079632,0,5,15,1,1,0,0,1.5,0,1.5,False,False
C1642,U100,I413,i think this could be improved. reference 1642,2026-06-09 22:46:31.802519,False,GENUINE,1,0,0,0.6122441426822248,0,8,15,1,1,0,0,1.5,0,1.5,False,False
C1643,U691,I105,this is worth discussing further. reference 1643,2026-06-27 01:40:31.802532,False,GENUINE,1,0,0,0.6148367794734235,0,2,0,1,1,0,0,0.0,0,0.0,False,False
C1644,U830,I391,this is worth discussing further. reference 1644,2026-06-16 20:52:31.802545,False,GENUINE,1,0,0,0.6148367794734235,0,8,15,1,1,0,0,1.5,0,1.5,False,False
C1645,U306,I186,the information presented here is useful. reference 1645,2026-06-27 14:22:31.802559,False,GENUINE,1,0,0,0.6598076480079632,0,7,15,1,1,0,0,1.5,0,1.5,False,False
C1646,U650,I433,best product ever buy now,2026-07-16 16:14:31.802573,False,GENUINE,75,50,15,1.0,50,8,15,72,1,40,0,33.5,8,41.5,False,False
C1647,U271,I24,i have a different opinion about fashion. reference 1647,2026-07-22 06:31:31.802586,False,GENUINE,1,0,0,0.743131701331639,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1648,U639,I380,this is an interesting perspective on gaming. reference 1648,2026-06-18 23:02:31.802600,False,GENUINE,1,0,0,0.7326877208387651,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C1649,U344,I139,this is an interesting perspective on food. reference 1649,2026-07-03 22:57:31.802616,False,GENUINE,1,0,0,0.7354630625709739,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C1650,U214,I177,this is an interesting perspective on movies. reference 1650,2026-06-26 21:34:31.802631,False,GENUINE,1,0,0,0.7382784747058516,20,7,15,1,1,0,0,4.5,0,4.5,False,False
C1651,U823,I153,the information presented here is useful. reference 1651,2026-07-24 14:54:31.802644,False,GENUINE,1,0,0,0.6598076480079632,0,2,0,1,1,0,0,0.0,0,0.0,False,False
C1652,U424,I205,i have a different opinion about food. reference 1652,2026-06-11 16:56:31.802660,False,GENUINE,1,0,0,0.7486181787682682,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1653,U781,I280,i learned something useful about technology here. reference 1653,2026-06-15 16:26:31.802674,False,GENUINE,1,0,0,0.7297924268271072,20,7,15,1,1,0,0,4.5,0,4.5,False,False
C1654,U720,I264,i learned something useful about food here. reference 1654,2026-07-23 10:46:31.802688,False,GENUINE,1,0,0,0.7306701420191416,20,6,15,1,1,0,0,4.5,0,4.5,False,False
C1655,U676,I492,i think this could be improved. reference 1655,2026-06-14 18:24:31.802701,False,GENUINE,1,0,0,0.6122441426822248,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C1656,U545,I414,thanks for sharing this information. reference 1656,2026-06-21 07:16:31.802715,False,GENUINE,1,0,0,0.6789809902112234,0,3,0,1,1,0,0,0.0,0,0.0,False,False
C1657,U744,I320,click here for amazing deals,2026-07-09 16:12:31.802731,False,GENUINE,53,50,30,1.0000000000000002,50,6,15,53,1,40,0,36.5,8,44.5,False,False
C1658,U473,I75,the explanation of education was very clear. reference 1658,2026-06-04 21:22:31.802745,False,GENUINE,1,0,0,0.7597438970269877,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C1659,U701,I391,i have a different opinion about fashion. reference 1659,2026-07-05 11:45:31.802761,False,GENUINE,1,0,0,0.743131701331639,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1660,U326,I440,this is an interesting perspective on sports. reference 1660,2026-07-05 06:59:31.802776,False,GENUINE,1,0,0,0.7310531063082972,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C1661,U273,I421,i have a different opinion about education. reference 1661,2026-07-19 11:46:31.802812,False,GENUINE,1,0,0,0.7416504318441781,20,13,40,1,1,0,0,7.0,0,7.0,False,False
C1662,U703,I307,the explanation of fashion was very clear. reference 1662,2026-07-21 03:00:31.802827,False,GENUINE,1,0,0,0.7656396726651926,20,11,40,1,1,0,0,7.0,0,7.0,False,False
C1663,U116,I76,the explanation of technology was very clear. reference 1663,2026-07-20 11:29:31.802841,False,GENUINE,1,0,0,0.768821942884016,20,9,15,1,1,0,0,4.5,0,4.5,False,False
C1664,U816,I423,i have a different opinion about food. reference 1664,2026-06-28 15:38:31.802857,False,GENUINE,1,0,0,0.7486181787682682,20,3,0,1,1,0,0,3.0,0,3.0,False,False
C1665,U573,I223,the information presented here is useful. reference 1665,2026-07-24 10:43:31.802871,False,GENUINE,1,0,0,0.6598076480079632,0,10,40,1,1,0,0,4.0,0,4.0,False,False
C1666,U163,I139,i learned something useful about technology here. reference 1666,2026-07-19 07:30:31.802887,False,GENUINE,1,0,0,0.7297924268271072,20,7,15,1,1,0,0,4.5,0,4.5,False,False
C1667,U808,I411,i have a different opinion about education. reference 1667,2026-06-14 04:30:31.802901,False,GENUINE,1,0,0,0.7416504318441781,20,7,15,1,1,0,0,4.5,0,4.5,False,False
C1668,U872,I21,i think this could be improved. reference 1668,2026-08-06 19:07:31.802915,False,GENUINE,1,0,0,0.6122441426822248,0,10,40,1,1,0,0,4.0,0,4.0,False,False
C1669,U880,I459,this is an interesting perspective on music. reference 1669,2026-06-18 01:46:31.802929,False,GENUINE,1,0,0,0.7318423269582839,20,7,15,1,1,0,0,4.5,0,4.5,False,False
C1670,U305,I443,this is an interesting perspective on fashion. reference 1670,2026-07-09 18:02:31.802942,False,GENUINE,1,0,0,0.7361608768424162,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C1671,U687,I336,this is an interesting perspective on fashion. reference 1671,2026-06-06 21:52:31.802956,False,GENUINE,1,0,0,0.7361608768424162,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C1672,U862,I71,the explanation of gaming was very clear. reference 1672,2026-06-20 20:40:31.802970,False,GENUINE,1,0,0,0.7624332223630372,20,8,15,1,1,0,0,4.5,0,4.5,False,False
C1673,U752,I256,this is an interesting perspective on movies. reference 1673,2026-06-27 15:28:31.802985,False,GENUINE,1,0,0,0.7382784747058516,20,6,15,1,1,0,0,4.5,0,4.5,False,False
C1674,U905,I46,amazing product buy now,2026-07-14 07:19:31.802998,False,GENUINE,69,50,15,1.0,50,2,0,68,3,95,0,51.25,25,76.25,True,False
C1675,U337,I426,thanks for sharing this information. reference 1675,2026-06-04 17:08:31.803012,False,GENUINE,1,0,0,0.6789809902112234,0,2,0,1,1,0,0,0.0,0,0.0,False,False
C1676,U761,I120,the information presented here is useful. reference 1676,2026-07-29 16:48:31.803026,False,GENUINE,1,0,0,0.6598076480079632,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C1677,U109,I89,amazing product buy now,2026-07-02 19:56:31.803045,False,GENUINE,69,50,15,1.0,50,7,15,68,1,40,0,33.5,8,41.5,False,False
C1678,U418,I130,thanks for sharing this information. reference 1678,2026-06-28 04:46:31.803058,False,GENUINE,1,0,0,0.6789809902112234,0,2,0,1,1,0,0,0.0,0,0.0,False,False
C1679,U546,I191,this is an interesting perspective on music. reference 1679,2026-06-23 03:47:31.803072,False,GENUINE,1,0,0,0.7318423269582839,20,7,15,1,1,0,0,4.5,0,4.5,False,False
C1680,U433,I243,the explanation of movies was very clear. reference 1680,2026-07-29 15:25:31.803085,False,GENUINE,1,0,0,0.769149315988473,20,7,15,1,1,0,0,4.5,0,4.5,False,False
C1681,U371,I243,this is worth discussing further. reference 1681,2026-08-09 21:56:31.803099,False,GENUINE,1,0,0,0.6148367794734235,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C1682,U660,I495,thanks for sharing this information. reference 1682,2026-06-05 12:37:31.803113,False,GENUINE,1,0,0,0.6789809902112234,0,5,15,1,1,0,0,1.5,0,1.5,False,False
C1683,U678,I409,i really enjoyed this post about sports. reference 1683,2026-07-19 19:20:31.803127,False,GENUINE,1,0,0,0.7746110731001136,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C1684,U565,I196,i have a different opinion about music. reference 1684,2026-06-10 11:02:31.803141,False,GENUINE,1,0,0,0.7390063271830457,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1685,U124,I273,the explanation of food was very clear. reference 1685,2026-07-07 11:21:31.803155,False,GENUINE,1,0,0,0.7668898154278452,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1686,U8,I465,the information presented here is useful. reference 1686,2026-07-15 10:40:31.803168,False,GENUINE,1,0,0,0.6598076480079632,0,7,15,1,1,0,0,1.5,0,1.5,False,False
C1687,U92,I479,the explanation of movies was very clear. reference 1687,2026-07-23 16:23:31.803182,False,GENUINE,1,0,0,0.769149315988473,20,6,15,1,1,0,0,4.5,0,4.5,False,False
C1688,U880,I455,i learned something useful about food here. reference 1688,2026-06-15 08:46:31.803196,False,GENUINE,1,0,0,0.7306701420191416,20,7,15,1,1,0,0,4.5,0,4.5,False,False
C1689,U324,I450,the information presented here is useful. reference 1689,2026-07-17 21:20:31.803210,False,GENUINE,1,0,0,0.6598076480079632,0,5,15,1,1,0,0,1.5,0,1.5,False,False
C1690,U887,I41,i think this could be improved. reference 1690,2026-06-05 18:06:31.803225,False,GENUINE,1,0,0,0.6122441426822248,0,5,15,1,1,0,0,1.5,0,1.5,False,False
C1691,U422,I474,this is worth discussing further. reference 1691,2026-08-02 16:39:31.803239,False,GENUINE,1,0,0,0.6148367794734235,0,10,40,1,1,0,0,4.0,0,4.0,False,False
C1692,U844,I82,i have a different opinion about gaming. reference 1692,2026-07-10 19:20:31.803253,False,GENUINE,1,0,0,0.7402988924808734,20,9,15,1,1,0,0,4.5,0,4.5,False,False
C1693,U430,I308,this was a surprisingly interesting post. reference 1693,2026-07-01 13:49:31.803269,False,GENUINE,1,0,0,0.661661894767308,0,7,15,1,1,0,0,1.5,0,1.5,False,False
C1694,U711,I14,i really enjoyed this post about education. reference 1694,2026-06-15 11:23:31.803283,False,GENUINE,1,0,0,0.7751482859536991,20,7,15,1,1,0,0,4.5,0,4.5,False,False
C1695,U454,I405,i learned something useful about technology here. reference 1695,2026-07-06 08:43:31.803297,False,GENUINE,1,0,0,0.7297924268271072,20,9,15,1,1,0,0,4.5,0,4.5,False,False
C1696,U204,I321,i have a different opinion about music. reference 1696,2026-06-20 10:06:31.803311,False,GENUINE,1,0,0,0.7390063271830457,20,7,15,1,1,0,0,4.5,0,4.5,False,False
C1697,U84,I56,i learned something useful about sports here. reference 1697,2026-06-25 19:57:31.803324,False,GENUINE,1,0,0,0.7313413266953137,20,2,0,1,1,0,0,3.0,0,3.0,False,False
C1698,U730,I496,i learned something useful about fashion here. reference 1698,2026-07-13 18:14:31.803339,False,GENUINE,1,0,0,0.7359149406482672,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C1699,U462,I244,i learned something useful about movies here. reference 1699,2026-07-27 01:00:31.803353,False,GENUINE,1,0,0,0.736990248638929,20,10,40,1,1,0,0,7.0,0,7.0,False,False
C1700,U703,I303,this is worth discussing further. reference 1700,2026-07-24 17:59:31.803366,False,GENUINE,1,0,0,0.6148367794734235,0,11,40,1,1,0,0,4.0,0,4.0,False,False
C1701,U86,I212,this is worth discussing further. reference 1701,2026-07-07 00:22:31.803380,False,GENUINE,1,0,0,0.6148367794734235,0,13,40,1,1,0,0,4.0,0,4.0,False,False
C1702,U897,I193,thanks for sharing this information. reference 1702,2026-08-09 22:41:31.803393,False,GENUINE,1,0,0,0.6789809902112234,0,5,15,1,1,0,0,1.5,0,1.5,False,False
C1703,U970,I11,this was a surprisingly interesting post. reference 1703,2026-08-03 17:36:31.803407,False,GENUINE,1,0,0,0.661661894767308,0,7,15,1,1,0,0,1.5,0,1.5,False,False
C1704,U997,I236,the explanation of movies was very clear. reference 1704,2026-06-09 00:03:31.803421,False,GENUINE,1,0,0,0.769149315988473,20,6,15,1,1,0,0,4.5,0,4.5,False,False
C1705,U872,I86,i really enjoyed this post about fashion. reference 1705,2026-06-16 13:55:31.803435,False,GENUINE,1,0,0,0.7749801373506703,20,10,40,1,1,0,0,7.0,0,7.0,False,False
C1706,U439,I307,i have a different opinion about education. reference 1706,2026-08-03 17:25:31.803450,False,GENUINE,1,0,0,0.7416504318441781,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1707,U981,I188,i learned something useful about gaming here. reference 1707,2026-08-10 13:08:31.803464,False,GENUINE,1,0,0,0.7317498758867395,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1708,U735,I269,the information presented here is useful. reference 1708,2026-06-11 12:27:31.803478,False,GENUINE,1,0,0,0.6598076480079632,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C1709,U506,I60,the explanation of sports was very clear. reference 1709,2026-07-25 11:43:31.803494,False,GENUINE,1,0,0,0.761366899611231,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1710,U968,I441,i have a different opinion about movies. reference 1710,2026-06-04 21:21:31.803508,False,GENUINE,1,0,0,0.7480534672157237,20,11,40,1,1,0,0,7.0,0,7.0,False,False
C1711,U506,I195,i learned something useful about fashion here. reference 1711,2026-07-24 00:38:31.803522,False,GENUINE,1,0,0,0.7359149406482672,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1712,U614,I110,i have a different opinion about sports. reference 1712,2026-07-04 18:07:31.803536,False,GENUINE,1,0,0,0.7435975412000372,20,9,15,1,1,0,0,4.5,0,4.5,False,False
C1713,U184,I209,i learned something useful about technology here. reference 1713,2026-07-16 10:02:31.803550,False,GENUINE,1,0,0,0.7297924268271072,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1714,U999,I134,the explanation of food was very clear. reference 1714,2026-07-20 05:31:31.803564,False,GENUINE,1,0,0,0.7668898154278452,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C1715,U378,I298,i think this could be improved. reference 1715,2026-08-10 21:26:31.803577,False,GENUINE,1,0,0,0.6122441426822248,0,8,15,1,1,0,0,1.5,0,1.5,False,False
C1716,U480,I68,this is worth discussing further. reference 1716,2026-06-10 07:31:31.803591,False,GENUINE,1,0,0,0.6148367794734235,0,4,0,1,1,0,0,0.0,0,0.0,False,False
C1717,U217,I365,the information presented here is useful. reference 1717,2026-06-05 19:56:31.803604,False,GENUINE,1,0,0,0.6598076480079632,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C1718,U611,I131,this is an interesting perspective on gaming. reference 1718,2026-06-22 03:11:31.803618,False,GENUINE,1,0,0,0.7326877208387651,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C1719,U60,I26,this is worth discussing further. reference 1719,2026-06-29 23:12:31.803631,False,GENUINE,1,0,0,0.6148367794734235,0,4,0,1,1,0,0,0.0,0,0.0,False,False
C1720,U930,I181,thanks for sharing this information. reference 1720,2026-08-11 08:16:31.803651,False,GENUINE,1,0,0,0.6789809902112234,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C1721,U259,I258,thanks for sharing this information. reference 1721,2026-07-15 07:08:31.803666,False,GENUINE,1,0,0,0.6789809902112234,0,4,0,1,1,0,0,0.0,0,0.0,False,False
C1722,U404,I343,this is worth discussing further. reference 1722,2026-06-21 21:36:31.803683,False,GENUINE,1,0,0,0.6148367794734235,0,7,15,1,1,0,0,1.5,0,1.5,False,False
C1723,U42,I297,i learned something useful about movies here. reference 1723,2026-07-27 08:54:31.803697,False,GENUINE,1,0,0,0.736990248638929,20,9,15,1,1,0,0,4.5,0,4.5,False,False
C1724,U515,I252,this is worth discussing further. reference 1724,2026-07-30 19:48:31.803711,False,GENUINE,1,0,0,0.6148367794734235,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C1725,U91,I162,this was a surprisingly interesting post. reference 1725,2026-07-29 22:13:31.803724,False,GENUINE,1,0,0,0.661661894767308,0,9,15,1,1,0,0,1.5,0,1.5,False,False
C1726,U266,I59,this is worth discussing further. reference 1726,2026-07-31 04:38:31.803738,False,GENUINE,1,0,0,0.6148367794734235,0,4,0,1,1,0,0,0.0,0,0.0,False,False
C1727,U511,I446,i have a different opinion about music. reference 1727,2026-07-03 16:26:31.803752,False,GENUINE,1,0,0,0.7390063271830457,20,2,0,1,1,0,0,3.0,0,3.0,False,False
C1728,U289,I462,i have a different opinion about movies. reference 1728,2026-06-25 18:38:31.803768,False,GENUINE,1,0,0,0.7480534672157237,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C1729,U320,I223,i learned something useful about music here. reference 1729,2026-06-05 18:16:31.803781,False,GENUINE,1,0,0,0.7357637114536311,20,3,0,1,1,0,0,3.0,0,3.0,False,False
C1730,U503,I391,i learned something useful about food here. reference 1730,2026-08-06 23:43:31.803796,False,GENUINE,1,0,0,0.7306701420191416,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1731,U193,I76,i really enjoyed this post about sports. reference 1731,2026-07-26 03:54:31.803809,False,GENUINE,1,0,0,0.7746110731001136,20,7,15,1,1,0,0,4.5,0,4.5,False,False
C1732,U36,I240,i have a different opinion about education. reference 1732,2026-06-08 13:47:31.803823,False,GENUINE,1,0,0,0.7416504318441781,20,10,40,1,1,0,0,7.0,0,7.0,False,False
C1733,U478,I223,this is an interesting perspective on food. reference 1733,2026-08-08 02:52:31.803836,False,GENUINE,1,0,0,0.7354630625709739,20,7,15,1,1,0,0,4.5,0,4.5,False,False
C1734,U452,I182,this was a surprisingly interesting post. reference 1734,2026-07-01 03:59:31.803852,False,GENUINE,1,0,0,0.661661894767308,0,7,15,1,1,0,0,1.5,0,1.5,False,False
C1735,U504,I57,i learned something useful about gaming here. reference 1735,2026-07-11 00:15:31.803866,False,GENUINE,1,0,0,0.7317498758867395,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C1736,U95,I104,i have a different opinion about education. reference 1736,2026-07-27 12:20:31.803879,False,GENUINE,1,0,0,0.7416504318441781,20,9,15,1,1,0,0,4.5,0,4.5,False,False
C1737,U767,I260,i have a different opinion about sports. reference 1737,2026-06-19 17:12:31.803893,False,GENUINE,1,0,0,0.7435975412000372,20,10,40,1,1,0,0,7.0,0,7.0,False,False
C1738,U994,I2,this was a surprisingly interesting post. reference 1738,2026-07-04 22:18:31.803907,False,GENUINE,1,0,0,0.661661894767308,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C1739,U942,I39,the explanation of food was very clear. reference 1739,2026-06-11 05:15:31.803920,False,GENUINE,1,0,0,0.7668898154278452,20,8,15,1,1,0,0,4.5,0,4.5,False,False
C1740,U96,I454,this is worth discussing further. reference 1740,2026-07-16 22:57:31.803934,False,GENUINE,1,0,0,0.6148367794734235,0,4,0,1,1,0,0,0.0,0,0.0,False,False
C1741,U697,I348,this is an interesting perspective on fashion. reference 1741,2026-07-08 19:55:31.803948,False,GENUINE,1,0,0,0.7361608768424162,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1742,U604,I475,this is an interesting perspective on music. reference 1742,2026-07-28 20:03:31.803961,False,GENUINE,1,0,0,0.7318423269582839,20,5,15,1,1,0,0,4.5,0,4.5,False,False
C1743,U29,I41,i think this could be improved. reference 1743,2026-07-01 12:05:31.803975,False,GENUINE,1,0,0,0.6122441426822248,0,7,15,1,1,0,0,1.5,0,1.5,False,False
C1744,U643,I489,i have a different opinion about technology. reference 1744,2026-07-12 20:20:31.803989,False,GENUINE,1,0,0,0.7418462529021725,20,3,0,1,1,0,0,3.0,0,3.0,False,False
C1745,U993,I22,thanks for sharing this information. reference 1745,2026-07-13 06:11:31.804002,False,GENUINE,1,0,0,0.6789809902112234,0,7,15,1,1,0,0,1.5,0,1.5,False,False
C1746,U970,I374,thanks for sharing this information. reference 1746,2026-07-23 14:14:31.804016,False,GENUINE,1,0,0,0.6789809902112234,0,7,15,1,1,0,0,1.5,0,1.5,False,False
C1747,U883,I24,i have a different opinion about music. reference 1747,2026-08-06 18:39:31.804030,False,GENUINE,1,0,0,0.7390063271830457,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C1748,U761,I36,this was a surprisingly interesting post. reference 1748,2026-08-03 09:48:31.804043,False,GENUINE,1,0,0,0.661661894767308,0,6,15,1,1,0,0,1.5,0,1.5,False,False
C1749,U408,I130,i learned something useful about sports here. reference 1749,2026-07-06 12:32:31.804059,False,GENUINE,1,0,0,0.7313413266953137,20,6,15,1,1,0,0,4.5,0,4.5,False,False
C1750,U91,I10,the explanation of education was very clear. reference 1750,2026-07-07 11:17:31.804073,False,GENUINE,1,0,0,0.7597438970269877,20,9,15,1,1,0,0,4.5,0,4.5,False,False
C1751,U798,I206,i have a different opinion about education. reference 1751,2026-07-31 20:31:31.804086,False,GENUINE,1,0,0,0.7416504318441781,20,10,40,1,1,0,0,7.0,0,7.0,False,False
C1752,U305,I251,the information presented here is useful. reference 1752,2026-06-10 11:39:31.804100,False,GENUINE,1,0,0,0.6598076480079632,0,4,0,1,1,0,0,0.0,0,0.0,False,False
C1753,U617,I67,this is worth discussing further. reference 1753,2026-07-09 09:15:31.804114,False,GENUINE,1,0,0,0.6148367794734235,0,7,15,1,1,0,0,1.5,0,1.5,False,False
C1754,U524,I102,i think this could be improved. reference 1754,2026-07-07 12:11:31.804129,False,GENUINE,1,0,0,0.6122441426822248,0,5,15,1,1,0,0,1.5,0,1.5,False,False
C1755,U487,I137,thanks for sharing this information. reference 1755,2026-08-03 14:53:31.804142,False,GENUINE,1,0,0,0.6789809902112234,0,5,15,1,1,0,0,1.5,0,1.5,False,False
C1756,U774,I216,this is worth discussing further. reference 1756,2026-07-03 07:39:31.804156,False,GENUINE,1,0,0,0.6148367794734235,0,10,40,1,1,0,0,4.0,0,4.0,False,False
C1757,U645,I218,you must buy this product,2026-06-26 02:34:31.804172,False,GENUINE,51,50,0,1.0,50,4,0,51,2,50,0,32.5,8,40.5,False,False
C1758,U349,I498,i think this could be improved. reference 1758,2026-06-13 21:15:31.804186,False,GENUINE,1,0,0,0.6122441426822248,0,8,15,1,1,0,0,1.5,0,1.5,False,False
C1759,U702,I365,i learned something useful about food here. reference 1759,2026-06-24 20:07:31.804200,False,GENUINE,1,0,0,0.7306701420191416,20,6,15,1,1,0,0,4.5,0,4.5,False,False
C1760,U644,I331,this was a surprisingly interesting post. reference 1760,2026-07-16 08:55:31.804213,False,GENUINE,1,0,0,0.661661894767308,0,9,15,1,1,0,0,1.5,0,1.5,False,False
C1761,U479,I223,this is an interesting perspective on food. reference 1761,2026-07-15 11:45:31.804227,False,GENUINE,1,0,0,0.7354630625709739,20,4,0,1,1,0,0,3.0,0,3.0,False,False
C1762,U152,I65,i have a different opinion about sports. reference 1762,2026-06-25 05:16:31.804243,False,GENUINE,1,0,0,0.7435975412000372,20,6,15,1,1,0,0,4.5,0,4.5,False,False
